journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
Journal of Developmental and Life-Course Criminology,2199-4641,2199-465X,,,Springer Nature,Hybrid,Q2,,,,
Journal of Developmental and Physical Disabilities,1056-263X,1573-3580,,,Springer Nature,Hybrid,Q2,,,,
Journal of Dynamics and Differential Equations,1040-7294,1572-9222,,,Springer Nature,Hybrid,Q1,,,,
Journal of Earth Science,1674-487X,1867-111X,,,Springer Nature,Hybrid,Q1,,,,
Journal of Economic Growth,1381-4338,1573-7020,,,Springer Nature,Hybrid,Q1,,,,
Journal of Economics,0931-8658,1617-7134,,,Springer Nature,Hybrid,Q2,,,,
Journal of Educational Change,1389-2843,1573-1812,,,Springer Nature,Hybrid,Q1,,,,
Journal of Electroceramics,1385-3449,1573-8663,,,Springer Nature,Hybrid,Q2,,,,
Journal of Electronic Materials,0361-5235,1543-186X,,,Springer Nature,Hybrid,Q2,,,,
Journal of Endocrinological Investigation,,1720-8386,,,Springer Nature,Hybrid,Q2,,,,
Journal of Evolution Equations,1424-3199,1424-3202,,,Springer Nature,Hybrid,Q1,,,,
Journal of Evolutionary Economics,0936-9937,1432-1386,,,Springer Nature,Hybrid,Q2,,,,
Journal of Experimental Criminology,1573-3750,1572-8315,,,Springer Nature,Hybrid,Q1,,,,
Journal of Exposure Science & Environmental Epidemiology,1559-0631,1559-064X,,,Springer Nature,Hybrid,Q1,,,,
Journal of Family and Economic Issues,1058-0476,1573-3475,,,Springer Nature,Hybrid,Q1,,,,
Journal of Family Violence,0885-7482,1573-2851,,,Springer Nature,Hybrid,Q1,,,,
Journal of Financial Services Research,0920-8550,1573-0735,,,Springer Nature,Hybrid,Q2,,,,
Journal of Fixed Point Theory and Applications,1661-7738,1661-7746,,,Springer Nature,Hybrid,Q1,,,,
Journal of Fluorescence,1053-0509,1573-4994,,,Springer Nature,Hybrid,Q2,,,,
Journal of Food Measurement and Characterization,2193-4126,2193-4134,,,Springer Nature,Hybrid,Q2,,,,
Journal of Food Science and Technology,0022-1155,0975-8402,,,Springer Nature,Hybrid,Q2,,,,
Journal of Forestry Research,1007-662X,1993-0607,,,Springer Nature,Hybrid,Q1,,,,
Journal of Fourier Analysis and Applications,1069-5869,1531-5851,,,Springer Nature,Hybrid,Q2,,,,
Journal of Fusion Energy,0164-0313,1572-9591,,,Springer Nature,Hybrid,Q2,,,,
Journal of Gambling Studies,,1573-3602,,,Springer Nature,Hybrid,Q2,,,,
Journal of Gastroenterology,0944-1174,1435-5922,,,Springer Nature,Hybrid,Q1,,,,
Journal of General Internal Medicine,0884-8734,1525-1497,,,Springer Nature,Hybrid,Q1,,,,
Journal of Geodesy,0949-7714,1432-1394,,,Springer Nature,Hybrid,Q1,,,,
Journal of Geographical Sciences,1009-637X,1861-9568,,,Springer Nature,Hybrid,Q1,,,,
Journal of Geographical Systems,1435-5930,1435-5949,,,Springer Nature,Hybrid,Q1,,,,
Journal of Global Optimization,0925-5001,1573-2916,,,Springer Nature,Hybrid,Q2,,,,
Journal of Grid Computing,1570-7873,1572-9184,,,Springer Nature,Hybrid,Q2,,,,
Journal of Happiness Studies,1389-4978,1573-7780,,,Springer Nature,Hybrid,Q1,,,,
Journal of Housing and the Built Environment,1566-4910,1573-7772,,,Springer Nature,Hybrid,Q2,,,,
Journal of Human Hypertension,0950-9240,1476-5527,,,Springer Nature,Hybrid,Q2,,,,
Journal of Hydrodynamics,1001-6058,1878-0342,,,Springer Nature,Hybrid,Q2,,,,
Journal of Iberian Geology,1698-6180,1886-7995,,,Springer Nature,Hybrid,Q2,,,,
"Journal of Infrared, Millimeter, and Terahertz Waves",1866-6892,1866-6906,,,Springer Nature,Hybrid,Q2,,,,
Journal of Inorganic and Organometallic Polymers and Materials,1574-1443,1574-1451,,,Springer Nature,Hybrid,Q1,,,,
Journal of Insect Conservation,1366-638X,1572-9753,,,Springer Nature,Hybrid,Q2,,,,
Journal of Intelligent Information Systems,0925-9902,1573-7675,,,Springer Nature,Hybrid,Q2,,,,
Journal of Intelligent Manufacturing,0956-5515,1572-8145,,,Springer Nature,Hybrid,Q1,,,,
Journal of International Business Studies,0047-2506,1478-6990,,,Springer Nature,Hybrid,Q1,,,,
Journal of International Relations and Development,1408-6980,1581-1980,,,Springer Nature,Hybrid,Q1,,,,
Journal of Interventional Cardiac Electrophysiology,1383-875X,1572-8595,,,Springer Nature,Hybrid,Q2,,,,
Journal of Iron and Steel Research International,1006-706X,2210-3988,,,Springer Nature,Hybrid,Q1,,,,
"Journal of Logic, Language and Information",0925-8531,1572-9583,,,Springer Nature,Hybrid,Q2,,,,
Journal of Mammalian Evolution,1064-7554,1573-7055,,,Springer Nature,Hybrid,Q1,,,,
Journal of Marine Science and Technology,0948-4280,1437-8213,,,Springer Nature,Hybrid,Q2,,,,
Journal of Materials Science,0022-2461,1573-4803,,,Springer Nature,Hybrid,Q2,,,,
Journal of Materials Science: Materials in Electronics,0957-4522,1573-482X,,,Springer Nature,Hybrid,Q2,,,,
Journal of Mathematical Biology,0303-6812,1432-1416,,,Springer Nature,Hybrid,Q2,,,,
Journal of Mathematical Chemistry,0259-9791,1572-8897,,,Springer Nature,Hybrid,Q2,,,,
Journal of Mathematical Fluid Mechanics,1422-6928,1422-6952,,,Springer Nature,Hybrid,Q2,,,,
Journal of Mathematical Imaging and Vision,0924-9907,1573-7683,,,Springer Nature,Hybrid,Q2,,,,
Journal of Mathematics Teacher Education,1386-4416,1573-1820,,,Springer Nature,Hybrid,Q2,,,,
Journal of Medical Systems,0148-5598,1573-689X,,,Springer Nature,Hybrid,Q1,,,,
Journal of Nanoparticle Research,1388-0764,1572-896X,,,Springer Nature,Hybrid,Q2,,,,
Journal of Network and Systems Management,1064-7570,1573-7705,,,Springer Nature,Hybrid,Q2,,,,
Journal of Neural Transmission,0300-9564,1435-1463,,,Springer Nature,Hybrid,Q1,,,,
Journal of Neuroimmune Pharmacology,1557-1890,1557-1904,,,Springer Nature,Hybrid,Q2,,,,
Journal of Neurology,0340-5354,1432-1459,,,Springer Nature,Hybrid,Q1,,,,
Journal of Neuro-Oncology,0167-594X,1573-7373,,,Springer Nature,Hybrid,Q2,,,,
Journal of Nondestructive Evaluation,0195-9298,1573-4862,,,Springer Nature,Hybrid,Q2,,,,
Journal of Nonlinear Science,0938-8974,1432-1467,,,Springer Nature,Hybrid,Q1,,,,
Journal of Occupational Rehabilitation,1053-0487,1573-3688,,,Springer Nature,Hybrid,Q1,,,,
Journal of Optimization Theory and Applications,0022-3239,1573-2878,,,Springer Nature,Hybrid,Q2,,,,
Journal of Ornithology,2193-7192,2193-7206,,,Springer Nature,Hybrid,Q1,,,,
Journal of Perinatology,0743-8346,1476-5543,,,Springer Nature,Hybrid,Q1,,,,
Journal of Pest Science,1612-4758,1612-4766,,,Springer Nature,Hybrid,Q1,,,,
Journal of Pharmaceutical Innovation,1872-5120,1939-8042,,,Springer Nature,Hybrid,Q2,,,,
Journal of Pharmaceutical Investigation,2093-5552,2093-6214,,,Springer Nature,Hybrid,Q1,,,,
Journal of Pharmacokinetics and Pharmacodynamics,1567-567X,1573-8744,,,Springer Nature,Hybrid,Q2,,,,
Journal of Physiology and Biochemistry,1138-7548,1877-8755,,,Springer Nature,Hybrid,Q1,,,,
Journal of Plant Biology,1226-9239,1867-0725,,,Springer Nature,Hybrid,Q2,,,,
Journal of Plant Diseases and Protection,1861-3829,1861-3837,,,Springer Nature,Hybrid,Q2,,,,
Journal of Plant Growth Regulation,0721-7595,1435-8107,,,Springer Nature,Hybrid,Q1,,,,
Journal of Plant Pathology,1125-4653,2239-7264,,,Springer Nature,Hybrid,Q2,,,,
Journal of Plant Research,0918-9440,1618-0860,,,Springer Nature,Hybrid,Q2,,,,
Journal of Polymers and the Environment,1566-2543,1572-8919,,,Springer Nature,Hybrid,Q1,,,,
Journal of Population Economics,0933-1433,1432-1475,,,Springer Nature,Hybrid,Q1,,,,
Journal of Porous Materials,1380-2224,1573-4854,,,Springer Nature,Hybrid,Q2,,,,
Journal of Productivity Analysis,0895-562X,1573-0441,,,Springer Nature,Hybrid,Q2,,,,
Journal of Pseudo-Differential Operators and Applications,1662-9981,1662-999X,,,Springer Nature,Hybrid,Q1,,,,
Journal of Psycholinguistic Research,0090-6905,1573-6555,,,Springer Nature,Hybrid,Q2,,,,
Journal of Quantitative Criminology,0748-4518,1573-7799,,,Springer Nature,Hybrid,Q1,,,,
Journal of Racial and Ethnic Health Disparities,2197-3792,2196-8837,,,Springer Nature,Hybrid,Q2,,,,
Journal of Real-Time Image Processing,1861-8200,1861-8219,,,Springer Nature,Hybrid,Q2,,,,
Journal of Regulatory Economics,0922-680X,1573-0468,,,Springer Nature,Hybrid,Q2,,,,
Journal of Risk and Uncertainty,0895-5646,1573-0476,,,Springer Nature,Hybrid,Q2,,,,
Journal of Robotic Surgery,1863-2483,1863-2491,,,Springer Nature,Hybrid,Q1,,,,
Journal of Science Education and Technology,1059-0145,1573-1839,,,Springer Nature,Hybrid,Q1,,,,
Journal of Scientific Computing,0885-7474,1573-7691,,,Springer Nature,Hybrid,Q1,,,,
Journal of Seismology,1383-4649,1573-157X,,,Springer Nature,Hybrid,Q2,,,,
Journal of Soil Science and Plant Nutrition,0718-9508,0718-9516,,,Springer Nature,Hybrid,Q2,,,,
Journal of Soils and Sediments,1439-0108,1614-7480,,,Springer Nature,Hybrid,Q2,,,,
Journal of Sol-Gel Science and Technology,0928-0707,1573-4846,,,Springer Nature,Hybrid,Q1,,,,
Journal of Sustainable Metallurgy,2199-3823,2199-3831,,,Springer Nature,Hybrid,Q2,,,,
Journal of Systems Science and Complexity,1009-6124,1559-7067,,,Springer Nature,Hybrid,Q1,,,,
Journal of the Academy of Marketing Science,0092-0703,1552-7824,,,Springer Nature,Hybrid,Q1,,,,
Journal of the Association for Research in Otolaryngology,1525-3961,1438-7573,,,Springer Nature,Hybrid,Q1,,,,
Journal of the Australian Ceramic Society,2510-1560,2510-1579,,,Springer Nature,Hybrid,Q2,,,,
Journal of the Brazilian Society of Mechanical Sciences and Engineering,1678-5878,1806-3691,,,Springer Nature,Hybrid,Q2,,,,
Journal of the History of Biology,0022-5010,1573-0387,,,Springer Nature,Hybrid,Q2,,,,
Journal of the Indian Institute of Science,0970-4140,0019-4964,,,Springer Nature,Hybrid,Q2,,,,
Journal of the Korean Ceramic Society,1229-7801,2234-0491,,,Springer Nature,Hybrid,Q1,,,,
Journal of Thermal Analysis and Calorimetry,1388-6150,1588-2926,,,Springer Nature,Hybrid,Q2,,,,
Journal of Thermal Science,1003-2169,1993-033X,,,Springer Nature,Hybrid,Q2,,,,
Journal of Thermal Spray Technology,1059-9630,1544-1016,,,Springer Nature,Hybrid,Q2,,,,
Journal of Thrombosis and Thrombolysis,0929-5305,1573-742X,,,Springer Nature,Hybrid,Q2,,,,
Journal of Urban Health,1099-3460,1468-2869,,,Springer Nature,Hybrid,Q1,,,,
Journal of Vibration Engineering & Technologies,2523-3920,2523-3939,,,Springer Nature,Hybrid,Q2,,,,
Journal of Youth and Adolescence,0047-2891,1573-6601,,,Springer Nature,Hybrid,Q1,,,,
Journal of Zhejiang University-SCIENCE A,1673-565X,1862-1775,,,Springer Nature,Hybrid,Q1,,,,
Journal of Zhejiang University-SCIENCE B,1673-1581,1862-1783,,,Springer Nature,Hybrid,Q1,,,,
Knowledge and Information Systems,0219-1377,0219-3116,,,Springer Nature,Hybrid,Q2,,,,
Korea-Australia Rheology Journal,1226-119X,2093-7660,,,Springer Nature,Hybrid,Q2,,,,
Korean Journal of Chemical Engineering,0256-1115,1975-7220,,,Springer Nature,Hybrid,Q2,,,,
La radiologia medica,0033-8362,1826-6983,,,Springer Nature,Hybrid,Q1,,,,
La Rivista del Nuovo Cimento,0393-697X,1826-9850,,,Springer Nature,Hybrid,Q1,,,,
Lab Animal,0093-7355,1548-4475,,,Springer Nature,Hybrid,Q1,,,,
Landscape and Ecological Engineering,1860-1871,1860-188X,,,Springer Nature,Hybrid,Q2,,,,
Landslides,1612-510X,1612-5118,,,Springer Nature,Hybrid,Q1,,,,
Langenbeck's Archives of Surgery,1435-2443,1435-2451,,,Springer Nature,Hybrid,Q2,,,,
Language Policy,1568-4555,1573-1863,,,Springer Nature,Hybrid,Q1,,,,
Lasers in Medical Science,0268-8921,1435-604X,,,Springer Nature,Hybrid,Q2,,,,
Law and Philosophy,0167-5249,1573-0522,,,Springer Nature,Hybrid,Q2,,,,
Learning & Behavior,1543-4494,1543-4508,,,Springer Nature,Hybrid,Q2,,,,
Linguistics and Philosophy,0165-0157,1573-0549,,,Springer Nature,Hybrid,Q2,,,,
Lithuanian Mathematical Journal,0363-1672,1573-8825,,,Springer Nature,Hybrid,Q2,,,,
Lung,0341-2040,1432-1750,,,Springer Nature,Hybrid,Q1,,,,
Machine Learning,0885-6125,1573-0565,,,Springer Nature,Hybrid,Q2,,,,
Macromolecular Research,1598-5032,2092-7673,,,Springer Nature,Hybrid,Q2,,,,
"Magnetic Resonance Materials in Physics, Biology and Medicine",0968-5243,1352-8661,,,Springer Nature,Hybrid,Q2,,,,
Mammal Research,2199-2401,2199-241X,,,Springer Nature,Hybrid,Q2,,,,
Mammalian Biology,1616-5047,1618-1476,,,Springer Nature,Hybrid,Q1,,,,
Mammalian Genome,0938-8990,1432-1777,,,Springer Nature,Hybrid,Q2,,,,
Management International Review,0938-8249,1861-8901,,,Springer Nature,Hybrid,Q2,,,,
Marine Biology,0025-3162,1432-1793,,,Springer Nature,Hybrid,Q2,,,,
Marine Biotechnology,1436-2228,1436-2236,,,Springer Nature,Hybrid,Q1,,,,
Marine Geophysical Research,0025-3235,1573-0581,,,Springer Nature,Hybrid,Q2,,,,
Marine Life Science & Technology,2096-6490,2662-1746,,,Springer Nature,Hybrid,Q1,,,,
Maritime Economics & Logistics,1479-2931,1479-294X,,,Springer Nature,Hybrid,Q1,,,,
Materials and Structures,1359-5997,1871-6873,,,Springer Nature,Hybrid,Q1,,,,
Mathematical Geosciences,1874-8961,1874-8953,,,Springer Nature,Hybrid,Q1,,,,
Mathematical Methods of Operations Research,1432-2994,1432-5217,,,Springer Nature,Hybrid,Q2,,,,
"Mathematical Physics, Analysis and Geometry",1385-0172,1572-9656,,,Springer Nature,Hybrid,Q2,,,,
Mathematical Programming,0025-5610,1436-4646,,,Springer Nature,Hybrid,Q1,,,,
Mathematical Programming Computation,1867-2949,1867-2957,,,Springer Nature,Hybrid,Q1,,,,
"Mathematics of Control, Signals, and Systems",0932-4194,1435-568X,,,Springer Nature,Hybrid,Q2,,,,
Mathematische Annalen,0025-5831,1432-1807,,,Springer Nature,Hybrid,Q1,,,,
Mathematische Zeitschrift,0025-5874,1432-1823,,,Springer Nature,Hybrid,Q2,,,,
Mechanics of Time-Dependent Materials,1385-2000,1573-2738,,,Springer Nature,Hybrid,Q2,,,,
Medical & Biological Engineering & Computing,0140-0118,1741-0444,,,Springer Nature,Hybrid,Q2,,,,
Medical Oncology,1357-0560,1559-131X,,,Springer Nature,Hybrid,Q2,,,,
"Medicine, Health Care and Philosophy",1386-7423,1572-8633,,,Springer Nature,Hybrid,Q1,,,,
Mediterranean Journal of Mathematics,1660-5446,1660-5454,,,Springer Nature,Hybrid,Q1,,,,
Medizinische Klinik - Intensivmedizin und Notfallmedizin,2193-6218,2193-6226,,,Springer Nature,Hybrid,Q2,,,,
Memetic Computing,1865-9284,1865-9292,,,Springer Nature,Hybrid,Q2,,,,
Memory & Cognition,0090-502X,1532-5946,,,Springer Nature,Hybrid,Q2,,,,
Metabolic Brain Disease,0885-7490,1573-7365,,,Springer Nature,Hybrid,Q2,,,,
Metabolomics,1573-3882,1573-3890,,,Springer Nature,Hybrid,Q2,,,,
Metacognition and Learning,1556-1623,1556-1631,,,Springer Nature,Hybrid,Q1,,,,
Metallurgical and Materials Transactions A,1073-5623,1543-1940,,,Springer Nature,Hybrid,Q2,,,,
Metallurgical and Materials Transactions B,1073-5615,1543-1916,,,Springer Nature,Hybrid,Q2,,,,
Metals and Materials International,1598-9623,2005-4149,,,Springer Nature,Hybrid,Q1,,,,
Microchimica Acta,0026-3672,1436-5073,,,Springer Nature,Hybrid,Q1,,,,
Microfluidics and Nanofluidics,1613-4982,1613-4990,,,Springer Nature,Hybrid,Q2,,,,
Milan Journal of Mathematics,1424-9286,1424-9294,,,Springer Nature,Hybrid,Q2,,,,
Mindfulness,1868-8527,1868-8535,,,Springer Nature,Hybrid,Q1,,,,
Minds and Machines,0924-6495,1572-8641,,,Springer Nature,Hybrid,Q2,,,,
Mineralium Deposita,0026-4598,1432-1866,,,Springer Nature,Hybrid,Q1,,,,
Minerva,0026-4695,1573-1871,,,Springer Nature,Hybrid,Q1,,,,
"Mining, Metallurgy & Exploration",2524-3462,2524-3470,,,Springer Nature,Hybrid,Q2,,,,
Molecular and Cellular Biochemistry,0300-8177,1573-4919,,,Springer Nature,Hybrid,Q2,,,,
Molecular Breeding,1380-3743,1572-9788,,,Springer Nature,Hybrid,Q1,,,,
Molecular Diagnosis & Therapy,1177-1062,1179-2000,,,Springer Nature,Hybrid,Q1,,,,
Molecular Diversity,1381-1991,1573-501X,,,Springer Nature,Hybrid,Q2,,,,
Molecular Imaging and Biology,1536-1632,1860-2002,,,Springer Nature,Hybrid,Q2,,,,
Molecular Neurobiology,0893-7648,1559-1182,,,Springer Nature,Hybrid,Q1,,,,
Molecular Psychiatry,1359-4184,1476-5578,,,Springer Nature,Hybrid,Q1,,,,
Monatshefte für Mathematik,0026-9255,1436-5081,,,Springer Nature,Hybrid,Q2,,,,
Motivation and Emotion,0146-7239,1573-6644,,,Springer Nature,Hybrid,Q2,,,,
MRS Bulletin,0883-7694,1938-1425,,,Springer Nature,Hybrid,Q2,,,,
Multibody System Dynamics,1384-5640,1573-272X,,,Springer Nature,Hybrid,Q2,,,,
Multidimensional Systems and Signal Processing,0923-6082,1573-0824,,,Springer Nature,Hybrid,Q2,,,,
Multimedia Systems,0942-4962,1432-1882,,,Springer Nature,Hybrid,Q2,,,,
Mycological Progress,1617-416X,1861-8952,,,Springer Nature,Hybrid,Q2,,,,
Mycopathologia,0301-486X,1573-0832,,,Springer Nature,Hybrid,Q2,,,,
Mycorrhiza,0940-6360,1432-1890,,,Springer Nature,Hybrid,Q1,,,,
Mycotoxin Research,0178-7888,1867-1632,,,Springer Nature,Hybrid,Q2,,,,
Natural Hazards,0921-030X,1573-0840,,,Springer Nature,Hybrid,Q1,,,,
Natural Language & Linguistic Theory,0167-806X,1573-0859,,,Springer Nature,Hybrid,Q2,,,,
Natural Resources Research,1520-7439,1573-8981,,,Springer Nature,Hybrid,Q1,,,,
Naunyn-Schmiedeberg's Archives of Pharmacology,0028-1298,1432-1912,,,Springer Nature,Hybrid,Q2,,,,
Neotropical Entomology,1519-566X,1678-8052,,,Springer Nature,Hybrid,Q2,,,,
Neurochemical Research,0364-3190,1573-6903,,,Springer Nature,Hybrid,Q2,,,,
Neurocritical Care,1541-6933,1556-0961,,,Springer Nature,Hybrid,Q1,,,,
Neuroethics,1874-5490,1874-5504,,,Springer Nature,Hybrid,Q1,,,,
Neuroinformatics,1539-2791,1559-0089,,,Springer Nature,Hybrid,Q2,,,,
NeuroMolecular Medicine,1535-1084,1559-1174,,,Springer Nature,Hybrid,Q2,,,,
Neuropsychology Review,1040-7308,1573-6660,,,Springer Nature,Hybrid,Q1,,,,
Neuropsychopharmacology,0893-133X,1740-634X,,,Springer Nature,Hybrid,Q1,,,,
Neuroradiology,0028-3940,1432-1920,,,Springer Nature,Hybrid,Q2,,,,
Neuroscience Bulletin,1673-7067,1995-8218,,,Springer Nature,Hybrid,Q1,,,,
Neurosurgical Review,0344-5607,1437-2320,,,Springer Nature,Hybrid,Q1,,,,
Neurotoxicity Research,1029-8428,1476-3524,,,Springer Nature,Hybrid,Q2,,,,
New Forests,0169-4286,1573-5095,,,Springer Nature,Hybrid,Q2,,,,
New Generation Computing,0288-3635,1882-7055,,,Springer Nature,Hybrid,Q2,,,,
Nexus Network Journal,1590-5896,1522-4600,,,Springer Nature,Hybrid,Q2,,,,
Nonlinear Differential Equations and Applications NoDEA,1021-9722,1420-9004,,,Springer Nature,Hybrid,Q2,,,,
Nonlinear Dynamics,0924-090X,1573-269X,,,Springer Nature,Hybrid,Q1,,,,
"NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin",0036-6978,1420-9144,,,Springer Nature,Hybrid,Q2,,,,
Nuclear Science and Techniques,1001-8042,2210-3147,,,Springer Nature,Hybrid,Q1,,,,
Numerical Algorithms,1017-1398,1572-9265,,,Springer Nature,Hybrid,Q1,,,,
Numerische Mathematik,0029-599X,0945-3245,,,Springer Nature,Hybrid,Q1,,,,
Obesity Surgery,0960-8923,1708-0428,,,Springer Nature,Hybrid,Q1,,,,
Odontology,1618-1247,1618-1255,,,Springer Nature,Hybrid,Q2,,,,
Oecologia,0029-8549,1432-1939,,,Springer Nature,Hybrid,Q2,,,,
Operational Research,1109-2858,1866-1505,,,Springer Nature,Hybrid,Q2,,,,
Operations Management Research,1936-9735,1936-9743,,,Springer Nature,Hybrid,Q1,,,,
Optical and Quantum Electronics,0306-8919,1572-817X,,,Springer Nature,Hybrid,Q1,,,,
Optimization and Engineering,1389-4420,1573-2924,,,Springer Nature,Hybrid,Q2,,,,
Optimization Letters,1862-4472,1862-4480,,,Springer Nature,Hybrid,Q2,,,,
Organisms Diversity & Evolution,1439-6092,1618-1077,,,Springer Nature,Hybrid,Q1,,,,
Osteoporosis International,0937-941X,1433-2965,,,Springer Nature,Hybrid,Q1,,,,
Paddy and Water Environment,1611-2490,1611-2504,,,Springer Nature,Hybrid,Q2,,,,
PalZ,0031-0220,1867-6812,,,Springer Nature,Hybrid,Q2,,,,
Pediatric Drugs,1174-5878,1179-2019,,,Springer Nature,Hybrid,Q1,,,,
Pediatric Nephrology,0931-041X,1432-198X,,,Springer Nature,Hybrid,Q1,,,,
Pediatric Radiology,0301-0449,1432-1998,,,Springer Nature,Hybrid,Q2,,,,
Pediatric Research,0031-3998,1530-0447,,,Springer Nature,Hybrid,Q1,,,,
Pediatric Surgery International,0179-0358,1437-9813,,,Springer Nature,Hybrid,Q2,,,,
Perspectives on Behavior Science,2520-8969,2520-8977,,,Springer Nature,Hybrid,Q1,,,,
"PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science",2512-2789,2512-2819,,,Springer Nature,Hybrid,Q2,,,,
Pflügers Archiv - European Journal of Physiology,0031-6768,1432-2013,,,Springer Nature,Hybrid,Q2,,,,
Pharmaceutical Research,0724-8741,1573-904X,,,Springer Nature,Hybrid,Q1,,,,
PharmacoEconomics,1170-7690,1179-2027,,,Springer Nature,Hybrid,Q1,,,,
Pharmacological Reports,1734-1140,2299-5684,,,Springer Nature,Hybrid,Q2,,,,
Photochemical & Photobiological Sciences,1474-905X,1474-9092,,,Springer Nature,Hybrid,Q2,,,,
Photosynthesis Research,0166-8595,1573-5079,,,Springer Nature,Hybrid,Q1,,,,
Physics in Perspective,1422-6944,1422-6960,,,Springer Nature,Hybrid,Q2,,,,
Physiology and Molecular Biology of Plants,0971-5894,0974-0430,,,Springer Nature,Hybrid,Q2,,,,
Phytochemistry Reviews,1568-7767,1572-980X,,,Springer Nature,Hybrid,Q1,,,,
Phytoparasitica,0334-2123,1876-7184,,,Springer Nature,Hybrid,Q2,,,,
Pituitary,1386-341X,1573-7403,,,Springer Nature,Hybrid,Q2,,,,
Plant and Soil,0032-079X,1573-5036,,,Springer Nature,Hybrid,Q1,,,,
Plant Cell Reports,0721-7714,1432-203X,,,Springer Nature,Hybrid,Q1,,,,
"Plant Cell, Tissue and Organ Culture (PCTOC)",0167-6857,1573-5044,,,Springer Nature,Hybrid,Q2,,,,
Plant Ecology,1385-0237,1573-5052,,,Springer Nature,Hybrid,Q2,,,,
Plant Foods for Human Nutrition,0921-9668,1573-9104,,,Springer Nature,Hybrid,Q1,,,,
Plant Growth Regulation,0167-6903,1573-5087,,,Springer Nature,Hybrid,Q1,,,,
Plant Molecular Biology,0167-4412,1573-5028,,,Springer Nature,Hybrid,Q1,,,,
Plant Reproduction,2194-7953,2194-7961,,,Springer Nature,Hybrid,Q2,,,,
Planta,0032-0935,1432-2048,,,Springer Nature,Hybrid,Q1,,,,
Plasma Chemistry and Plasma Processing,0272-4324,1572-8986,,,Springer Nature,Hybrid,Q2,,,,
Plasmonics,1557-1955,1557-1963,,,Springer Nature,Hybrid,Q2,,,,
Policy Sciences,0032-2687,1573-0891,,,Springer Nature,Hybrid,Q1,,,,
Political Behavior,0190-9320,1573-6687,,,Springer Nature,Hybrid,Q1,,,,
Politische Vierteljahresschrift,0032-3470,1862-2860,,,Springer Nature,Hybrid,Q1,,,,
Polymer Bulletin,0170-0839,1436-2449,,,Springer Nature,Hybrid,Q2,,,,
Population and Environment,0199-0039,1573-7810,,,Springer Nature,Hybrid,Q1,,,,
Population Research and Policy Review,0167-5923,1573-7829,,,Springer Nature,Hybrid,Q2,,,,
Portuguese Economic Journal,1617-982X,1617-9838,,,Springer Nature,Hybrid,Q2,,,,
Positivity,1385-1292,1572-9281,,,Springer Nature,Hybrid,Q2,,,,
Potato Research,0014-3065,1871-4528,,,Springer Nature,Hybrid,Q2,,,,
Potential Analysis,0926-2601,1572-929X,,,Springer Nature,Hybrid,Q2,,,,
Precision Agriculture,1385-2256,1573-1618,,,Springer Nature,Hybrid,Q1,,,,
Prevention Science,1389-4986,1573-6695,,,Springer Nature,Hybrid,Q2,,,,
Primates,0032-8332,1610-7365,,,Springer Nature,Hybrid,Q2,,,,
Probability Theory and Related Fields,0178-8051,1432-2064,,,Springer Nature,Hybrid,Q2,,,,
Probiotics and Antimicrobial Proteins,1867-1306,1867-1314,,,Springer Nature,Hybrid,Q1,,,,
Prostate Cancer and Prostatic Diseases,1365-7852,1476-5608,,,Springer Nature,Hybrid,Q1,,,,
Protoplasma,0033-183X,1615-6102,,,Springer Nature,Hybrid,Q2,,,,
Psychiatric Quarterly,0033-2720,1573-6709,,,Springer Nature,Hybrid,Q2,,,,
Psychological Research,0340-0727,1430-2772,,,Springer Nature,Hybrid,Q2,,,,
Psychonomic Bulletin & Review,1069-9384,1531-5320,,,Springer Nature,Hybrid,Q1,,,,
Public Choice,0048-5829,1573-7101,,,Springer Nature,Hybrid,Q2,,,,
Pure and Applied Geophysics,0033-4553,1420-9136,,,Springer Nature,Hybrid,Q2,,,,
Qualitative Sociology,0162-0436,1573-7837,,,Springer Nature,Hybrid,Q1,,,,
Qualitative Theory of Dynamical Systems,1575-5460,1662-3592,,,Springer Nature,Hybrid,Q1,,,,
Quality of Life Research,0962-9343,1573-2649,,,Springer Nature,Hybrid,Q2,,,,
Quantum Information Processing,1570-0755,1573-1332,,,Springer Nature,Hybrid,Q1,,,,
Race and Social Problems,1867-1748,1867-1756,,,Springer Nature,Hybrid,Q2,,,,
Radiation and Environmental Biophysics,0301-634X,1432-2099,,,Springer Nature,Hybrid,Q2,,,,
Reading and Writing,0922-4777,1573-0905,,,Springer Nature,Hybrid,Q1,,,,
Regional Environmental Change,1436-3798,1436-378X,,,Springer Nature,Hybrid,Q2,,,,
Rendiconti Lincei. Scienze Fisiche e Naturali,2037-4631,1720-0776,,,Springer Nature,Hybrid,Q2,,,,
Reproductive Sciences,1933-7191,1933-7205,,,Springer Nature,Hybrid,Q2,,,,
Requirements Engineering,0947-3602,1432-010X,,,Springer Nature,Hybrid,Q2,,,,
Research in Engineering Design,0934-9839,1435-6066,,,Springer Nature,Hybrid,Q2,,,,
Research in Higher Education,0361-0365,1573-188X,,,Springer Nature,Hybrid,Q1,,,,
Research in Science Education,0157-244X,1573-1898,,,Springer Nature,Hybrid,Q1,,,,
