journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
Theory and Research in Education,1477-8785,1741-3192,Arts & Humanities,Education,SAGE,Hybrid,,,,,
Chinese Journal of Sociology,2057-150X,2057-1518,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Developing Societies,0169-796X,1745-2546,Economics & Development Studies,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
International Wood Products Journal,2042-6445,2042-6453,NA,Engineering,SAGE,Hybrid,,,,,
Second Language Research,0267-6583,1477-0326,Language & Linguistics,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
International Relations,0047-1178,1741-2862,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Journal of Emerging Market Finance,0972-6527,0973-0710,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
Journal of Business and Technical Communication,1050-6519,1552-4574,Business & Management,Business & Management,SAGE,Hybrid,,,,,
PsyEcology,2171-1976,1989-9386,NA,Psychology & Counseling,SAGE,Hybrid,,,,,
About Campus,1086-4822,1536-0687,Education,Education,SAGE,Hybrid,,,,,
Paradigm,0971-8907,2394-6083,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Advances in Dental Research,0895-9374,1544-0737,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Youth Justice,1473-2254,1747-6283,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Journal of Endovascular Therapy,1526-6028,1545-1550,Cardiology & Cardiovascular Medicine,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
Journal of Management Scientific Reports,2755-0311,2755-0311,NA,Business & Management,SAGE,Hybrid,,,,,
Journal of Transcultural Nursing,1043-6596,1552-7832,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
Evaluation & the Health Professions,0163-2787,1552-3918,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
Foot & Ankle International,1071-1007,1944-7876,"Orthopedics, Biomechanics & Sports Medicine","Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
The Cleft Palate Craniofacial Journal,1055-6656,1545-1569,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Professional School Counseling,1096-2409,2156-759X,Education,Psychology & Counseling,SAGE,Hybrid,,,,,
Indian Journal of Human Development,0973-7030,2456-480X,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
OMEGA - Journal of Death and Dying,0030-2228,1541-3764,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Health,1363-4593,1461-7196,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
Peritoneal Dialysis International,0896-8608,1718-4304,NA,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Journal of Neonatal-Perinatal Medicine,1934-5798,1878-4429,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
International Journal of Behavioral Development,0165-0254,1464-0651,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Humanity & Society,0160-5976,2372-9708,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
International Communication Gazette,1748-0485,1748-0493,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Social Science Computer Review,0894-4393,1552-8286,Science & Society Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Theological Studies,0040-5639,2169-1304,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Journal of Positive Behavior Interventions,1098-3007,1538-4772,Education,Education,SAGE,Hybrid,,,,,
Information Services and Use,0167-5265,1875-8789,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Journal of Infection Prevention,1757-1774,1757-1782,Clinical Medicine,Health & Nursing,SAGE,Hybrid,,,,,
Environment and Security,2753-8796,2753-8796,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Journal of Alzheimer’s Disease,1387-2877,1875-8908,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Sociological Bulletin,0038-0229,2457-0257,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Dance Medicine & Science,1089-313X,2374-8060,NA,Health & Nursing,SAGE,Hybrid,,,,,
Medical Care Research and Review,1077-5587,1552-6801,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
Global Media and Communication,1742-7665,1742-7673,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Thesis Eleven,0725-5136,1461-7455,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Wilderness & Environmental Medicine,1080-6032,1545-1534,NA,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
InnovAiT,1755-7380,1755-7399,Clinical Medicine,Health & Nursing,SAGE,Hybrid,,,,,
The Counseling Psychologist,0011-0000,1552-3861,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
The Holocene,0959-6836,1477-0911,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Clinical Pediatrics,0009-9228,1938-2707,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
The Neuroscientist,1073-8584,1089-4098,Neurology,"Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Journal of Onco-Nephrology,2399-3693,2399-3707,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Journal of Special Education Technology,0162-6434,2381-3121,Education,Education,SAGE,Hybrid,,,,,
Language and Speech,0023-8309,1756-6053,Language & Linguistics,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Journal of Integrated Design and Process Science,1092-0617,1875-8959,Materials Science & Engineering,"Design, Architecture & Ergonomics",SAGE,Hybrid,,,,,
Journal of Educational Technology Systems,0047-2395,1541-3810,Education,Education,SAGE,Hybrid,,,,,
Urban Political Ecology,3049-7515,3049-7515,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
New Journal of European Criminal Law,2032-2844,2399-293X,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Journal of Economic and Social Measurement,0747-9662,1875-8932,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Applied Social Science,1936-7244,1937-0245,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Personality and Social Psychology Review,1088-8683,1532-7957,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Learning Disabilities Research & Practice,0938-8982,1540-5826,Education,Education,SAGE,Hybrid,,,,,
Clinical Medicine Insights: Pediatrics,1179-5565,1179-5565,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Journal of Industrial Relations,0022-1856,1472-9296,Business & Management,Business & Management,SAGE,Hybrid,,,,,
South Asian Journal of Business and Management Cases,2277-9779,2321-0303,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Dialogues on Digital Society,2976-8640,2976-8640,NA,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Marketing Theory,1470-5931,1741-301X,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
Journal of Pediatric Hematology/Oncology Nursing,2752-7530,2752-7549,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
Transactions in Energy and Sustainability,2976-8632,2976-8632,NA,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Mobile Media & Communication,2050-1579,2050-1587,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Teacher Education and Special Education,0888-4064,1944-4931,Education,Education,SAGE,Hybrid,,,,,
Journal of Information Technology Teaching Cases,2043-8869,2043-8869,Science & Society Studies,Computing & Data Science,SAGE,Hybrid,,,,,
Journal of Management,0149-2063,1557-1211,Business & Management,Business & Management,SAGE,Hybrid,,,,,
The International Journal of Community and Social Development,2516-6026,2516-6034,Economics & Development Studies,Social Work & Social Policy,SAGE,Hybrid,,,,,
Journal of Family Issues,0192-513X,1552-5481,Sociology,Psychology & Counseling,SAGE,Hybrid,,,,,
Health Promotion Practice,1524-8399,1552-6372,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
A Current Bibliography on African Affairs,0011-3255,2376-6662,Area & Ethnic Studies,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Biorheology,0006-355X,1878-5034,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Journal for the Study of the Pseudepigrapha,0951-8207,1745-5286,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Journal of Psychoeducational Assessment,0734-2829,1557-5144,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Communication Disorders Quarterly,1525-7401,1538-4837,Education,Education,SAGE,Hybrid,,,,,
Convergence,1354-8565,1748-7382,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Qualitative Social Work,1473-3250,1741-3117,Social Work & Social Policy,Social Work & Social Policy,SAGE,Hybrid,,,,,
Isokinetics and Exercise Science,0959-3020,1878-5913,Other Health Specialties,"Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
Design for Augmented Humanity,2977-6481,2977-649X,NA,NA,SAGE,Hybrid,,,,,
International Journal of Architectural Computing,1478-0771,2048-3988,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Journal of Thermoplastic Composite Materials,0892-7057,1530-7980,Materials Science & Engineering,Material Science,SAGE,Hybrid,,,,,
Remedial and Special Education,0741-9325,1538-4756,Education,Education,SAGE,Hybrid,,,,,
#N/A,#N/A,#N/A,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
NEW SOLUTIONS: A Journal of Environmental and Occupational Health Policy,1048-2911,1541-3772,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
Studies in Indian Politics,2321-0230,2321-7472,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
British Journal of Occupational Therapy,0308-0226,1477-6006,Other Health Specialties,"Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
Australasian Journal of Early Childhood,1836-9391,1839-5961,Education,Education,SAGE,Hybrid,,,,,
International Journal of RF Technologies,1754-5730,1754-5749,Materials Science & Engineering,Computing & Data Science,SAGE,Hybrid,,,,,
European Educational Research Journal,1474-9041,1474-9041,Education,Education,SAGE,Hybrid,,,,,
Journal of Transformative Education,1541-3446,1552-7840,Education,Education,SAGE,Hybrid,,,,,
Trauma,1460-4086,1477-0350,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
World Futures Review,1946-7567,2169-2793,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
"Citizenship, Social and Economics Education",1478-8047,2047-1734,Education,Education,SAGE,Hybrid,,,,,
JDR Clinical & Translational Research,2380-0844,2380-0852,Clinical Medicine,Health & Nursing,SAGE,Hybrid,,,,,
Journal of World Affairs,2976-9442,2976-9450,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Research Methods in Medicine & Health Sciences,2632-0843,2632-0843,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Administrative Science Quarterly,0001-8392,1930-3815,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of English Linguistics,0075-4242,1552-5457,Language & Linguistics,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Exceptional Children,0014-4029,2163-5560,Education,Education,SAGE,Hybrid,,,,,
Perspectives on Psychological Science,1745-6916,1745-6924,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Research Studies in Music Education,1321-103X,1834-5530,Arts & Humanities,Education,SAGE,Hybrid,,,,,
International Journal of Clinical Metabolism and Diabetes,3050-2071,3050-208X,NA,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Gifted Child Today,1076-2175,2162-951X,Education,Education,SAGE,Hybrid,,,,,
Journal of Interpersonal Violence,0886-2605,1552-6518,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Management and Business Review,2694-104X,2694-1058,Business & Management,Business & Management,SAGE,Hybrid,,,,,
International Political Science Review,0192-5121,1460-373X,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Research in Education,0034-5237,2050-4608,Education,Education,SAGE,Hybrid,,,,,
Indian Journal of Clinical Medicine,2633-9447,1179-9161,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Surface Engineering,0267-0844,1743-2944,NA,Engineering,SAGE,Hybrid,,,,,
Focus on Autism and Other Developmental Disabilities,1088-3576,1538-4829,Education,Education,SAGE,Hybrid,,,,,
Journal of Composite Materials,0021-9983,1530-793X,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Theoretical Criminology,1362-4806,1461-7439,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Transfer: European Review of Labour and Research,1024-2589,1996-7284,Business & Management,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
FIIB Business Review,2319-7145,2455-2658,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
The International Journal of Psychiatry in Medicine,0091-2174,1541-3527,"Psychology, Psychiatry & Counseling","Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Management in Education,0892-0206,1741-9883,Education,Education,SAGE,Hybrid,,,,,
Journal of Geriatric Psychiatry and Neurology,0891-9887,1552-5708,Aging & Gerontology,"Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Psychological Reports,0033-2941,1558-691X,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Australian & New Zealand Journal of Psychiatry,0004-8674,1440-1614,"Psychology, Psychiatry & Counseling","Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Foregut,2634-5161,2634-5161,NA,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
Adult Education Quarterly,0741-7136,1552-3047,Education,Education,SAGE,Hybrid,,,,,
International Journal of Risk & Safety in Medicine,0924-6479,1878-6847,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
British Journal of Pain,2049-4637,2049-4645,Clinical Medicine,"Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Journal of Plastic Film & Sheeting,8756-0879,1530-8014,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Journal of Cross-Cultural Psychology,0022-0221,1552-5422,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
International Journal of Spray and Combustion Dynamics,1756-8277,1756-8285,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Journal for Vascular Ultrasound,1544-3167,1544-3175,Life & Biomedical Sciences,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
Urban Studies,0042-0980,1360-063X,Economics & Development Studies,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Avian Biology Research,1758-1559,1758-1567,Other Health Specialties,Biology & Life Sciences,SAGE,Hybrid,,,,,
Journal for the Study of the Old Testament,0309-0892,1476-6728,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Empirical Studies of the Arts,0276-2374,1541-4493,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Plastic Surgery,2292-5503,2292-5511,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Management Communication Quarterly,0893-3189,1552-6798,Business & Management,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Applied Spectroscopy,0003-7028,1943-3530,"Maths, Physics, Chemistry & Computing",Physical Sciences,SAGE,Hybrid,,,,,
OTJR: Occupational Therapy Journal of Research,1539-4492,1938-2383,Other Health Specialties,"Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
Environment and Planning F,2634-9825,2634-9825,NA,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
International Journal of Hybrid Intelligent Systems,1448-5869,1875-8819,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Critical Research on Religion,2050-3032,2050-3040,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Journal of Smart Cities and Society,2772-3577,2772-3585,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Cooperation and Conflict,0010-8367,1460-3691,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Pro Ecclesia,1063-8512,2631-8334,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
The Journal of Men’s Studies,1060-8265,1933-0251,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
British Journal of Music Therapy,1359-4575,2059-9773,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Toxicologic Pathology,0192-6233,1533-1601,Pharmacology & Toxicology,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
Journal of Dental Research,0022-0345,1544-0591,Clinical Medicine,Health & Nursing,SAGE,Hybrid,,,,,
The Journal of Social Studies Research,0885-985X,2352-2798,Education,Education,SAGE,Hybrid,,,,,
Journal of General Music Education,2752-7646,2752-7646,Education,Education,SAGE,Hybrid,,,,,
International Journal of Space Structures,0956-0599,2059-8033,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Alternatives to Laboratory Animals,0261-1929,2632-3559,NA,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
Adaptive Behavior,1059-7123,1741-2633,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Organization Studies,0170-8406,1741-3044,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journalism & Mass Communication Educator,1077-6958,2161-4326,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Violence: An International Journal,2633-0024,2633-0032,NA,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Clinical Medicine Insights: Arthritis and Musculoskeletal Disorders,1179-5441,1179-5441,Clinical Medicine,"Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
NASN School Nurse,1942-602X,1942-6038,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
Journal of Cutaneous Medicine and Surgery,1203-4754,1615-7109,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
International Sociology,0268-5809,1461-7242,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Social Currents,2329-4965,2329-4973,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Intelligent Data Analysis,1088-467X,1571-4128,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Indian Journal of Corporate Governance,0974-6862,2454-2482,Business & Management,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
The ANNALS of the American Academy of Political and Social Science,0002-7162,1552-3349,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Clinical EEG and Neuroscience,1550-0594,2169-5202,Neurology,"Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Statistical Modelling,1471-082X,1477-0342,Research Methods & Evaluation,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Workplace Health & Safety,2165-0799,2165-0969,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
Information Polity,1570-1255,1875-8754,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Child Health Care,1367-4935,1741-2889,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
The Review of Black Political Economy,0034-6446,1936-4814,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
International Journal,0020-7020,2052-465X,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Sociology,0038-0385,1469-8684,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Intervention in School and Clinic,1053-4512,1538-4810,Education,Education,SAGE,Hybrid,,,,,
Journal of Intellectual Disabilities,1744-6295,1744-6309,Education,Health & Nursing,SAGE,Hybrid,,,,,
Capital & Class,0309-8168,2041-0980,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
Field Methods,1525-822X,1552-3969,Research Methods & Evaluation,Research Methods & Evaluation,SAGE,Hybrid,,,,,
European Urban and Regional Studies,0969-7764,1461-7145,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Argument & Computation,1946-2166,1946-2174,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,OA,,,,,
"Imagination, Cognition and Personality",0276-2366,1541-4477,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Youth Violence and Juvenile Justice,1541-2040,1556-9330,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Clinical Psychological Science,2167-7026,2167-7034,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
International Journal of Toxicology,1091-5818,1092-874X,Pharmacology & Toxicology,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
Research and Practice for Persons with Severe Disabilities,1540-7969,2169-2408,Education,Education,SAGE,Hybrid,,,,,
NHRD Network Journal,2631-4541,2631-455X,Business & Management,Business & Management,SAGE,Hybrid,,,,,
History of the Human Sciences,0952-6951,1461-720X,Science & Society Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Educational and Behavioral Statistics,1076-9986,1935-1054,Education,Education,SAGE,Hybrid,,,,,
Policy Insights from the Behavioral and Brain Sciences,2372-7322,2372-7330,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Environment and Planning C: Politics and Space,2399-6544,2399-6552,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Collections,1550-1906,-,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of School Leadership,1052-6846,-,Education,Education,SAGE,Hybrid,,,,,
Contemporary Issues in Early Childhood,1463-9491,1463-9491,Education,Education,SAGE,Hybrid,,,,,
Language Teaching Research,1362-1688,1477-0954,Language & Linguistics,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Journal of Human Values,0971-6858,0973-0737,Business & Management,Business & Management,SAGE,Hybrid,,,,,
International Journal of Protective Structures,2041-4196,2041-420X,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Sports Health,1941-7381,1941-0921,"Orthopedics, Biomechanics & Sports Medicine","Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
Journal of Research in Crime and Delinquency,0022-4278,1552-731X,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Language and Literature,0963-9470,1461-7293,Language & Linguistics,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Public Policy and Administration,0952-0767,1749-4192,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Asian Journal of Legal Education,2322-0058,2348-2451,Criminology & Criminal Justice,Education,SAGE,Hybrid,,,,,
The International Journal of Lower Extremity Wounds,1534-7346,1552-6941,Cardiology & Cardiovascular Medicine,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
Journal of Endometriosis and Pelvic Pain Disorders,2284-0265,2284-0273,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Perception,0301-0066,1468-4233,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Journal of Intensive Care Medicine,0885-0666,1525-1489,Clinical Medicine,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
Journal of Pharmacy Technology,8755-1225,1549-4810,Pharmacology & Toxicology,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
Journal of Urban History,0096-1442,1552-6771,History,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Creative Nursing,1078-4535,1946-1895,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
Social Psychological and Personality Science,1948-5506,1948-5514,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Clinical Case Studies,1534-6501,1552-3802,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Group & Organization Management,1059-6011,1552-3993,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Infrastructure Development,0974-9306,0975-5969,Business & Management,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
International Criminal Justice Review,1057-5677,1556-3855,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Global Health Promotion,1757-9759,1757-9767,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
SIMULATION,0037-5497,1741-3133,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
International Journal of Business Communication,2329-4884,2329-4892,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Multiple Sclerosis Journal,1352-4585,1477-0970,Neurology,"Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Arthaniti: Journal of Economic Theory and Practice,0976-7479,2517-2654,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
Belonging,3029-0805,3029-0805,"Psychology, Psychiatry & Counseling","Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Adult and Continuing Education,1477-9714,1479-7194,Education,Education,SAGE,Hybrid,,,,,
Cultural Dynamics,0921-3740,1461-7048,Anthropology & Archaeology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Indian Journal of Gender Studies,0971-5215,0973-0672,Sociology,Business & Management,SAGE,Hybrid,,,,,
Journal of Psoriasis and Psoriatic Arthritis®,2475-5303,2475-5311,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
"Journal of Accounting, Auditing & Finance",0148-558X,2160-4061,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Clinical Practice in Pediatric Psychology,2169-4826,2169-4834,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
The Indian Economic Journal,0019-4662,2631-617X,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
Studia Liturgica,0039-3207,2517-4797,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Journal of Family History,0363-1990,1552-5473,Sociology,Psychology & Counseling,SAGE,Hybrid,,,,,
Journal of Asian and African Studies,0021-9096,1745-2538,Area & Ethnic Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Sandwich Structures & Materials,1099-6362,1530-7972,Materials Science & Engineering,Material Science,SAGE,Hybrid,,,,,
International Journal of Knowledge-Based and Intelligent Engineering Systems,1327-2314,1875-8827,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Computability,2211-3568,2211-3576,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
American Sociological Review,0003-1224,1939-8271,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
