journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
International Journal of Finance & Economics,,1099-1158,"Business, Economics, Finance & Accounting",General & Introductory Economics,Wiley,Hybrid,Q2,,2.8,,
International Journal of Geriatric Psychiatry,,1099-1166,Medicine,Psychiatry,Wiley,Hybrid,Q1,,2.8,,
International Journal of Gynecology & Obstetrics,,1879-3479,Medicine,Obstetrics & Gynecology,Wiley,Hybrid,Q2,,2.4,,
International Journal of Imaging Systems and Technology,,1098-1098,Medicine,Radiology & Imaging,Wiley,Hybrid,Q2,,2.5,,
International Journal of Intelligent Systems,,1098-111X,Computer Science & Information Technology,Information Technologies,Wiley,Hybrid,Q2,,3.7,,
International Journal of Laboratory Hematology,,1751-553X,Medicine,Laboratory Hematology,Wiley,Hybrid,Q2,,2.3,,
International Journal of Language & Communication Disorders,,1460-6984,Humanities,Speech Science,Wiley,Hybrid,Q1,,2.1,,
International Journal of Management Reviews,,1468-2370,"Business, Economics, Finance & Accounting",International Management,Wiley,Hybrid,Q1,,10.8,,
International Journal of Mental Health Nursing,,1447-0349,"Nursing, Dentistry & Healthcare",Mental Health Nursing,Wiley,Hybrid,Q1,,3.3,,
International Journal of Methods in Psychiatric Research,,1557-0657,Medicine,Psychiatry,Wiley,Hybrid,Q2,,2.5,,
"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",,1099-1204,Physical Sciences & Engineering,General & Introductory Electrical & Electronics Engineering,Wiley,Hybrid,Q2,,1.7,,
International Journal of Nursing Practice,,1440-172X,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q2,,2,,
International Journal of Older People Nursing,,1748-3743,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q2,,2,,
International Journal of Osteoarchaeology,,1099-1212,Social & Behavioral Sciences,Biological Anthropology,Wiley,Hybrid,Q2,,1,,
International Journal of Paediatric Dentistry,,1365-263X,"Nursing, Dentistry & Healthcare",Pediatric Dentistry,Wiley,Hybrid,Q2,,1.9,,
International Journal of Photoenergy,,1687-529X,Physical Sciences & Engineering,Solar Energy & Photovoltaics,Wiley,Hybrid,Q2,,2.7,,
International Journal of Polymer Science,,1687-9430,Physical Sciences & Engineering,Polymer Science & Technology General,Wiley,Hybrid,Q2,,4.4,,
International Journal of Psychology,,1464-066X,Psychology,Psychology General,Wiley,Hybrid,Q2,,1.6,,
International Journal of Quantum Chemistry,,1097-461X,Chemistry,Quantum Chemistry,Wiley,Hybrid,Q2,,2,,
International Journal of Robust and Nonlinear Control,,1099-1239,Physical Sciences & Engineering,Control Systems Technology,Wiley,Hybrid,Q1,,3.2,,
International Journal of Satellite Communications and Networking,,1542-0981,Physical Sciences & Engineering,Satellite Communications,Wiley,Hybrid,Q2,,1.6,,
International Journal of Selection and Assessment,,1468-2389,"Business, Economics, Finance & Accounting",Human Resource Management,Wiley,Hybrid,Q2,,2.4,,
International Journal of Social Welfare,,1468-2397,Social & Behavioral Sciences,Social Welfare,Wiley,Hybrid,Q2,,1.4,,
International Journal of Systematic Theology,,1468-2400,Humanities,Systematic Theology,Wiley,Hybrid,Q2,,0.3,,
International Journal of Tourism Research,,1522-1970,"Business, Economics, Finance & Accounting",General & Introductory Business & Management,Wiley,Hybrid,Q1,,5.7,,
International Journal of Urban and Regional Research,,1468-2427,Social & Behavioral Sciences,General & Introductory Urban Studies,Wiley,Hybrid,Q2,,1.9,,
International Journal of Urology,,1442-2042,Medicine,Urology,Wiley,Hybrid,Q2,,2.2,,
International Migration,,1468-2435,Social & Behavioral Sciences,General & Introductory Development Studies,Wiley,Hybrid,Q2,,2.1,,
International Nursing Review,,1466-7657,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q1,,3.7,,
International Review of Finance,,1468-2443,"Business, Economics, Finance & Accounting",General Finance & Investments,Wiley,Hybrid,Q2,,2.6,,
International Review of Hydrobiology,,1522-2632,Life Sciences,Freshwater Ecology,Wiley,Hybrid,Q2,,2.3,,
International Statistical Review,,1751-5823,Mathematics & Statistics,Applied Probability & Statistics,Wiley,Hybrid,Q1,,1.8,,
International Transactions in Operational Research,,1475-3995,"Business, Economics, Finance & Accounting",Management Science / Operations Research,Wiley,Hybrid,Q2,,2.9,,
International Wound Journal,,1742-481X,Medicine,Dermatology,Wiley,Hybrid,Q1,,2.5,,
Irrigation and Drainage,,1531-0361,"Earth, Space & Environmental Sciences",Water Resource Management,Wiley,Hybrid,Q2,,1.7,,
IUBMB Life,,1521-6551,Life Sciences,Cell & Molecular Biology,Wiley,Hybrid,Q2,,3.2,,
iMeta,,2770-596X,Medicine,Infectious Disease & Microbiology,Wiley,Hybrid,Q1,,33.2,,
Japan Journal of Nursing Science,,1742-7924,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q2,,1.6,,
JCMS: Journal of Common Market Studies,,1468-5965,Social & Behavioral Sciences,General & Introductory Political Science,Wiley,Hybrid,Q1,,3.3,,
JOR Spine,,2572-1143,Medicine,Surgery & Surgical Specialties,Wiley,Hybrid,Q1,,3.9,,
Journal der Deutschen Dermatologischen Gesellschaft,,1610-0387,Medicine,Dermatology,Wiley,Hybrid,Q1,,3.8,,
Journal for Eighteenth-Century Studies,,1754-0208,Humanities,Modern History (1780-1900),Wiley,Hybrid,Q2,,0.2,,
Journal for Specialists in Pediatric Nursing,,1744-6155,"Nursing, Dentistry & Healthcare",Clinical Specialties,Wiley,Hybrid,Q2,,1.6,,
Journal for the Scientific Study of Religion,,1468-5906,Social & Behavioral Sciences,Sociology of Religion,Wiley,Hybrid,Q1,,1.9,,
Journal of Accounting Research,,1475-679X,"Business, Economics, Finance & Accounting",Financial Accounting,Wiley,Hybrid,Q1,,6.3,,
Journal of Adolescence,,1095-9254,Psychology,Adolescence,Wiley,Hybrid,Q2,,3.2,,
Journal of Adolescent & Adult Literacy,,1936-2706,Social & Behavioral Sciences,Literacy & Reading,Wiley,Hybrid,Q2,,1.5,,
Journal of Advanced Nursing,,1365-2648,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q1,,3.4,,
Journal of Advances in Modeling Earth Systems,,1942-2466,"Earth, Space & Environmental Sciences",Earth Sciences,Wiley,Hybrid,Q1,,4.6,,
Journal of Agrarian Change,,1471-0366,Social & Behavioral Sciences,General & Introductory Development Studies,Wiley,Hybrid,Q1,,2.9,,
Journal of Agricultural Economics,,1477-9552,"Agriculture, Aquaculture & Food Science",Agricultural Economics & Resource Management,Wiley,Hybrid,Q1,,4.2,,
Journal of Agronomy and Crop Science,,1439-037X,"Agriculture, Aquaculture & Food Science",General & Introductory Agriculture,Wiley,Hybrid,Q1,,2.8,,
Journal of Anatomy,,1469-7580,Life Sciences,Anatomy & Physiology,Wiley,Hybrid,Q2,,1.9,,
Journal of Animal Breeding and Genetics,,1439-0388,Life Sciences,Animal Genetics,Wiley,Hybrid,Q2,,1.9,,
Journal of Animal Ecology,,1365-2656,Life Sciences,Animal Ecology,Wiley,Hybrid,Q1,,3.7,,
Journal of Animal Physiology and Animal Nutrition,,1439-0396,"Agriculture, Aquaculture & Food Science",Feed,Wiley,Hybrid,Q1,,2.4,,
Journal of Applied Behavior Analysis,,1938-3703,Psychology,Health & Behavioral Clinical Psychology,Wiley,Hybrid,Q1,,3,,
Journal of Applied Clinical Medical Physics,,1526-9914,Physical Sciences & Engineering,Physics,Wiley,Hybrid,Q2,,2.2,,
Journal of Applied Crystallography,,1600-5767,Chemistry,Crystallography,Wiley,Hybrid,Q1,,2.8,,
Journal of Applied Ecology,,1365-2664,Life Sciences,Applied Ecology,Wiley,Hybrid,Q1,,4.8,,
Journal of Applied Econometrics,,1099-1255,"Business, Economics, Finance & Accounting",Econometrics,Wiley,Hybrid,Q1,,3.1,,
Journal of Applied Entomology,,1439-0418,Life Sciences,Entomology,Wiley,Hybrid,Q1,,2,,
Journal of Applied Philosophy,,1468-5930,Humanities,Applied Ethics,Wiley,Hybrid,Q1,,0.9,,
Journal of Applied Research in Intellectual Disabilities,,1468-3148,"Nursing, Dentistry & Healthcare",Intellectual Disability,Wiley,Hybrid,Q2,,1.9,,
Journal of Applied Social Psychology,,1559-1816,Psychology,Applied Social Psychology,Wiley,Hybrid,Q2,,2.3,,
Journal of Applied Toxicology,,1099-1263,Chemistry,Toxicology,Wiley,Hybrid,Q2,,2.8,,
Journal of Avian Biology,,1600-048X,Life Sciences,Ornithology,Wiley,Hybrid,Q1,,1.8,,
Journal of Biochemical and Molecular Toxicology,,1099-0461,Chemistry,Toxicology,Wiley,Hybrid,Q2,,2.8,,
Journal of Biogeography,,1365-2699,Life Sciences,Conservation Science,Wiley,Hybrid,Q1,,3.6,,
Journal of Biomedical Materials Research Part A,,1552-4965,Physical Sciences & Engineering,Polymer Science & Technology General,Wiley,Hybrid,Q2,,3.9,,
Journal of Biomedical Materials Research Part B: Applied Biomaterials,,1552-4981,Physical Sciences & Engineering,Polymer Science & Technology General,Wiley,Hybrid,Q2,,3.4,,
Journal of Business Finance & Accounting,,1468-5957,"Business, Economics, Finance & Accounting",Corporate Finance,Wiley,Hybrid,Q2,,2.4,,
Journal of Business Logistics,,2158-1592,"Business, Economics, Finance & Accounting",Management,Wiley,Hybrid,Q1,,7.4,,
"Journal of Cachexia, Sarcopenia and Muscle",,2190-6009,Medicine,General & Internal Medicine,Wiley,Hybrid,Q1,,9.1,,
Journal of Cardiovascular Electrophysiology,,1540-8167,Medicine,Cardiovascular Disease,Wiley,Hybrid,Q2,,2.6,,
Journal of Cell Communication and Signaling,,1873-961X,Life Sciences,Cell & Molecular Biology,Wiley,Hybrid,Q2,,3.9,,
Journal of Cellular Physiology,,1097-4652,Life Sciences,Genomics & Proteomics,Wiley,Hybrid,Q1,,4,,
Journal of Chemistry,,2090-9071,Chemistry,General Chemistry,Wiley,Hybrid,Q2,,2.6,,
Journal of Chemometrics,,1099-128X,Chemistry,Lab Automation & Miniaturization,Wiley,Hybrid,Q1,,2.1,,
Journal of Child Psychology and Psychiatry,,1469-7610,Psychology,Developmental Psychology,Wiley,Hybrid,Q1,,7,,
Journal of Clinical Apheresis,,1098-1101,Medicine,Hematology,Wiley,Hybrid,Q2,,2.7,,
Journal of Clinical Laboratory Analysis,,1098-2825,Medicine,Basic Medical Sciences,Wiley,Hybrid,Q2,,2.9,,
Journal of Clinical Nursing,,1365-2702,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q1,,3.5,,
Journal of Clinical Periodontology,,1600-051X,"Nursing, Dentistry & Healthcare",Periodontology,Wiley,Hybrid,Q1,,6.8,,
Journal of Clinical Psychology,,1097-4679,Psychology,Clinical Psychology,Wiley,Hybrid,Q2,,2.5,,
Journal of Combinatorial Designs,,1520-6610,Mathematics & Statistics,General & Introductory Mathematics,Wiley,Hybrid,Q2,,0.8,,
Journal of Community Psychology,,1520-6629,Psychology,Psychology General,Wiley,Hybrid,Q1,,2,,
Journal of Computational Chemistry,,1096-987X,Chemistry,Computational Chemistry & Molecular Modeling,Wiley,Hybrid,Q2,,4.8,,
Journal of Computer Assisted Learning,,1365-2729,Social & Behavioral Sciences,General & Introductory Education,Wiley,Hybrid,Q1,,4.6,,
Journal of Consumer Affairs,,1745-6606,"Business, Economics, Finance & Accounting",Introductory Marketing,Wiley,Hybrid,Q1,,3.2,,
Journal of Consumer Behaviour,,1479-1838,"Business, Economics, Finance & Accounting",Consumer Behavior,Wiley,Hybrid,Q1,,5.2,,
Journal of Consumer Psychology,,1532-7663,"Business, Economics, Finance & Accounting",Business & Management Special Topics,Wiley,Hybrid,Q1,,6.1,,
Journal of Cosmetic Dermatology,,1473-2165,Medicine,Dermatology,Wiley,Hybrid,Q2,,2.5,,
Journal of Counseling & Development,,1556-6676,Psychology,Psychotherapy & Counseling,Wiley,Hybrid,Q2,,2.5,,
Journal of Diabetes Investigation,,2040-1124,Medicine,Diabetes,Wiley,Hybrid,Q2,,3,,
Journal of Diabetes Research,,2314-6753,Medicine,Diabetes,Wiley,Hybrid,Q2,,3.4,,
Journal of Ecology,,1365-2745,Life Sciences,Plant Ecology,Wiley,Hybrid,Q1,,5.6,,
Journal of Economic Surveys,,1467-6419,"Business, Economics, Finance & Accounting",General & Introductory Economics,Wiley,Hybrid,Q1,,5,,
Journal of Empirical Legal Studies,,1740-1461,Law & Criminology,General & Introductory Law,Wiley,Hybrid,Q1,,1.3,,
Journal of Engineering Education,,2168-9830,Physical Sciences & Engineering,General & Introductory Electrical & Electronics Engineering,Wiley,Hybrid,Q1,,3.4,,
Journal of Esthetic and Restorative Dentistry,,1708-8240,"Nursing, Dentistry & Healthcare",Esthetic Dentistry,Wiley,Hybrid,Q1,,4.1,,
Journal of Evaluation in Clinical Practice,,1365-2753,"Nursing, Dentistry & Healthcare",Consumer Health General,Wiley,Hybrid,Q2,,2.1,,
Journal of Evidence-Based Medicine,,1756-5391,Medicine,Evidence-Based Health Care,Wiley,Hybrid,Q1,,3.5,,
Journal of Experimental Zoology Part A: Ecological and Integrative Physiology,,2471-5646,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q2,,1.4,,
Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,,1552-5015,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q2,,1.7,,
Journal of Extracellular Vesicles,,2001-3078,Life Sciences,Cell & Molecular Biology,Wiley,Hybrid,Q1,,14.5,,
Journal of Family Theory & Review,,1756-2589,Social & Behavioral Sciences,Family Studies General,Wiley,Hybrid,Q1,,4.5,,
Journal of Field Robotics,,1556-4967,Physical Sciences & Engineering,General & Introductory Electrical & Electronics Engineering,Wiley,Hybrid,Q2,,5.2,,
Journal of Fish Biology,,1095-8649,"Agriculture, Aquaculture & Food Science","General Aquaculture, Fisheries & Fish Science",Wiley,Hybrid,Q2,,2,,
Journal of Fish Diseases,,1365-2761,"Agriculture, Aquaculture & Food Science","General Aquaculture, Fisheries & Fish Science",Wiley,Hybrid,Q1,,2.2,,
Journal of Flood Risk Management,,1753-318X,"Earth, Space & Environmental Sciences",Earth Sciences,Wiley,Hybrid,Q2,,3.5,,
Journal of Food Biochemistry,,1745-4514,"Agriculture, Aquaculture & Food Science",General & Introductory Food Science & Technology,Wiley,Hybrid,Q2,,4.2,,
Journal of Food Process Engineering,,1745-4530,"Agriculture, Aquaculture & Food Science",General & Introductory Food Science & Technology,Wiley,Hybrid,Q2,,2.9,,
Journal of Food Quality,,1745-4557,"Agriculture, Aquaculture & Food Science",General & Introductory Food Science & Technology,Wiley,Hybrid,Q2,,2.9,,
Journal of Food Science,,1750-3841,"Agriculture, Aquaculture & Food Science",General & Introductory Food Science & Technology,Wiley,Hybrid,Q2,,3.4,,
Journal of Foot and Ankle Research,,1757-1146,Medicine,Surgery & Surgical Specialties,Wiley,Hybrid,Q2,,2.2,,
Journal of Forecasting,,1099-131X,"Business, Economics, Finance & Accounting",General & Introductory Economics,Wiley,Hybrid,Q1,,2.7,,
Journal of Forensic Sciences,,1556-4029,Life Sciences,Forensic Science,Wiley,Hybrid,Q2,,1.8,,
Journal of Function Spaces,,2314-8888,Mathematics & Statistics,Complex & Functional Analysis,Wiley,Hybrid,Q1,,1.3,,
Journal of Genetic Counseling,,1573-3599,Life Sciences,Human Genetics,Wiley,Hybrid,Q2,,1.9,,
Journal of Geophysical Research: Atmospheres,,2169-8996,"Earth, Space & Environmental Sciences",Atmospheric Sciences,Wiley,Hybrid,Q2,,3.4,,
Journal of Geophysical Research: Biogeosciences,,2169-8961,"Earth, Space & Environmental Sciences","Paleontology, Paleobiology & Geobiology",Wiley,Hybrid,Q2,,3.5,,
Journal of Geophysical Research: Earth Surface,,2169-9011,"Earth, Space & Environmental Sciences",Geomorphology,Wiley,Hybrid,Q1,,3.8,,
Journal of Geophysical Research: Oceans,,2169-9291,"Earth, Space & Environmental Sciences",Oceanography & Paleoceanography,Wiley,Hybrid,Q1,,3.4,,
Journal of Geophysical Research: Planets,,2169-9100,"Earth, Space & Environmental Sciences",Geology & Geophysics,Wiley,Hybrid,Q1,,4,,
Journal of Geophysical Research: Solid Earth,,2169-9356,"Earth, Space & Environmental Sciences",Geology & Geophysics,Wiley,Hybrid,Q1,,4.1,,
Journal of Geophysical Research: Space Physics,,2169-9402,"Earth, Space & Environmental Sciences",Atmospheric Physics & Chemistry,Wiley,Hybrid,Q2,,2.9,,
Journal of Graph Theory,,1097-0118,Mathematics & Statistics,Graph Theory,Wiley,Hybrid,Q2,,1,,
Journal of Hepato-Biliary-Pancreatic Sciences,,1868-6982,Medicine,Surgery & Surgical Specialties,Wiley,Hybrid,Q1,,2.8,,
Journal of Heterocyclic Chemistry,,1943-5193,Chemistry,Organic Chemistry,Wiley,Hybrid,Q2,,2.4,,
Journal of Hospital Medicine,,1553-5606,Medicine,General & Internal Medicine,Wiley,Hybrid,Q2,,2.3,,
Journal of Immunology Research,,2314-7156,Medicine,Immunology,Wiley,Hybrid,Q2,,3.6,,
Journal of Inherited Metabolic Disease,,1573-2665,Medicine,Metabolic Disease,Wiley,Hybrid,Q2,,3.8,,
Journal of Integrative Plant Biology,,1744-7909,Life Sciences,Plant Science,Wiley,Hybrid,Q1,,9.3,,
Journal of Intellectual Disability Research,,1365-2788,"Nursing, Dentistry & Healthcare",Intellectual Disability,Wiley,Hybrid,Q1,,2,,
Journal of Internal Medicine,,1365-2796,Medicine,General & Internal Medicine,Wiley,Hybrid,Q1,,9.2,,
Journal of International Financial Management & Accounting,,1467-646X,"Business, Economics, Finance & Accounting",International Finance,Wiley,Hybrid,Q1,,8.2,,
Journal of Law and Society,,1467-6478,Law & Criminology,General & Introductory Law,Wiley,Hybrid,Q1,,1.9,,
Journal of Linguistic Anthropology,,1548-1395,Social & Behavioral Sciences,Linguistic Anthropology,Wiley,Hybrid,Q1,,1.4,,
Journal of Magnetic Resonance Imaging,,1522-2586,Medicine,Radiology & Imaging,Wiley,Hybrid,Q1,,3.5,,
Journal of Management Studies,,1467-6486,"Business, Economics, Finance & Accounting",Management,Wiley,Hybrid,Q1,,6.4,,
Journal of Marriage and Family,,1741-3737,Social & Behavioral Sciences,Family Studies General,Wiley,Hybrid,Q1,,3.4,,
Journal of Mass Spectrometry,,1096-9888,Chemistry,Mass Spectrometry,Wiley,Hybrid,Q2,,2,,
Journal of Mathematics,,2314-4785,Mathematics & Statistics,General & Introductory Mathematics,Wiley,Hybrid,Q1,,1.3,,
Journal of Medical Virology,,1096-9071,Medicine,Infectious Disease & Microbiology,Wiley,Hybrid,Q1,,4.6,,
Journal of Metamorphic Geology,,1525-1314,"Earth, Space & Environmental Sciences",Geochemistry & Mineralogy,Wiley,Hybrid,Q1,,3.4,,
Journal of Midwifery & Women's Health,,1542-2011,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q1,,2.3,,
Journal of Molecular Recognition,,1099-1352,Chemistry,Biochemistry (Chemical Biology),Wiley,Hybrid,Q2,,3,,
"Journal of Money, Credit and Banking",,1538-4616,"Business, Economics, Finance & Accounting",Macroeconomics,Wiley,Hybrid,Q2,,1.6,,
Journal of Neuroendocrinology,,1365-2826,Life Sciences,Neuroendocrinology,Wiley,Hybrid,Q1,,4.1,,
Journal of Neuroimaging,,1552-6569,Medicine,Neurology,Wiley,Hybrid,Q2,,2.3,,
Journal of Neuroscience Research,,1097-4547,Life Sciences,Neuroscience,Wiley,Hybrid,Q2,,3.4,,
Journal of Nursing Management,,1365-2834,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q1,,4,,
Journal of Nursing Scholarship,,1547-5069,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q1,,2.9,,
Journal of Occupational and Organizational Psychology,,2044-8325,Psychology,Organizational & Industrial Psychology,Wiley,Hybrid,Q2,,3.5,,
Journal of Operations Management,,1873-1317,"Business, Economics, Finance & Accounting",Management,Wiley,Hybrid,Q1,,10.4,,
Journal of Ophthalmology,,2090-0058,Medicine,Ophthalmology,Wiley,Hybrid,Q2,,1.9,,
Journal of Oral Pathology & Medicine,,1600-0714,"Nursing, Dentistry & Healthcare",Oral Pathology,Wiley,Hybrid,Q2,,2.3,,
Journal of Oral Rehabilitation,,1365-2842,"Nursing, Dentistry & Healthcare",Restorative Dentistry,Wiley,Hybrid,Q1,,4,,
Journal of Organizational Behavior,,1099-1379,"Business, Economics, Finance & Accounting",Organizational Behavior,Wiley,Hybrid,Q1,,6.8,,
Journal of Orthopaedic Research ®,,1554-527X,Medicine,Orthopedics,Wiley,Hybrid,Q2,,2.3,,
Journal of Parenteral and Enteral Nutrition,,1941-2444,"Nursing, Dentistry & Healthcare",Nutrition & Dietetics General,Wiley,Hybrid,Q2,,4.1,,
Journal of Pediatric Gastroenterology and Nutrition,,1536-4801,Medicine,Gastroenterology & Hepatology,Wiley,Hybrid,Q1,,2.6,,
Journal of Periodontal Research,,1600-0765,"Nursing, Dentistry & Healthcare",Periodontology,Wiley,Hybrid,Q1,,3.4,,
Journal of Periodontology,,1943-3670,"Nursing, Dentistry & Healthcare",General Dentistry,Wiley,Hybrid,Q1,,3.8,,
Journal of Personality,,1467-6494,Psychology,Personality & Individual Differences,Wiley,Hybrid,Q2,,2.7,,
Journal of Phycology,,1529-8817,Life Sciences,Phycology,Wiley,Hybrid,Q1,,3.4,,
Journal of Pineal Research,,1600-079X,Life Sciences,Neuroscience,Wiley,Hybrid,Q1,,6.3,,
Journal of Plant Nutrition and Soil Science,,1522-2624,"Agriculture, Aquaculture & Food Science",Soil,Wiley,Hybrid,Q1,,2.8,,
Journal of Policy Analysis and Management,,1520-6688,Social & Behavioral Sciences,Public Administration,Wiley,Hybrid,Q2,,2.4,,
Journal of Policy and Practice in Intellectual Disabilities,,1741-1130,"Nursing, Dentistry & Healthcare",Intellectual Disability,Wiley,Hybrid,Q1,,2.5,,
Journal of Polymer Science,,2642-4169,Physical Sciences & Engineering,Polymer Synthesis,Wiley,Hybrid,Q2,,3.6,,
Journal of Product Innovation Management,,1540-5885,"Business, Economics, Finance & Accounting",Creativity & Innovation Management,Wiley,Hybrid,Q1,,8,,
Journal of Prosthodontics,,1532-849X,"Nursing, Dentistry & Healthcare",Prosthodontics,Wiley,Hybrid,Q1,,3.6,,
Journal of Psychiatric and Mental Health Nursing,,1365-2850,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q1,,2.9,,
Journal of Quaternary Science,,1099-1417,"Earth, Space & Environmental Sciences",Quaternary Science & Glaciology,Wiley,Hybrid,Q2,,2.2,,
Journal of Raman Spectroscopy,,1097-4555,Chemistry,Spectroscopy,Wiley,Hybrid,Q2,,1.9,,
Journal of Regional Science,,1467-9787,Social & Behavioral Sciences,Regional Studies,Wiley,Hybrid,Q1,,2.7,,
Journal of Religious Ethics,,1467-9795,Humanities,Religious Ethics,Wiley,Hybrid,Q2,,0.3,,
Journal of Religious History,,1467-9809,Humanities,History of Religion,Wiley,Hybrid,Q2,,0.3,,
Journal of Research in Reading,,1467-9817,Social & Behavioral Sciences,Literacy & Reading,Wiley,Hybrid,Q2,,2,,
Journal of Research in Science Teaching,,1098-2736,Social & Behavioral Sciences,Science,Wiley,Hybrid,Q1,,4.5,,
Journal of Research on Adolescence,,1532-7795,Psychology,Developmental Psychology,Wiley,Hybrid,Q1,,3.5,,
Journal of Risk and Insurance,,1539-6975,"Business, Economics, Finance & Accounting",Insurance & Risk Management,Wiley,Hybrid,Q2,,1.7,,
Journal of School Health,,1746-1561,Social & Behavioral Sciences,Child & Family Health & Social Care,Wiley,Hybrid,Q2,,1.8,,
Journal of Separation Science,,1615-9314,Chemistry,Chromatography / Separation Techniques,Wiley,Hybrid,Q2,,2.8,,
Journal of Sleep Research,,1365-2869,Medicine,Neurology,Wiley,Hybrid,Q1,,3.9,,
Journal of Small Animal Practice,,1748-5827,Veterinary Medicine,Veterinary Medicine / Small Animal General,Wiley,Hybrid,Q2,,1.9,,
Journal of Social Issues,,1540-4560,Psychology,Social Psychology,Wiley,Hybrid,Q1,,4.7,,
Journal of Social Philosophy,,1467-9833,Humanities,Social Philosophy,Wiley,Hybrid,Q1,,1.2,,
Journal of Sociolinguistics,,1467-9841,Social & Behavioral Sciences,Linguistic Anthropology,Wiley,Hybrid,Q1,,2.6,,
Journal of Spectroscopy,,2314-4939,Chemistry,Spectroscopy,Wiley,Hybrid,Q2,,2.1,,
Journal of Supply Chain Management,,1745-493X,"Business, Economics, Finance & Accounting",Production Operations Management,Wiley,Hybrid,Q1,,9.9,,
Journal of Surgical Oncology,,1096-9098,Medicine,Oncology & Radiotherapy,Wiley,Hybrid,Q2,,1.9,,
Journal of Synchrotron Radiation,,1600-5775,Chemistry,Crystallography,Wiley,Hybrid,Q2,,3,,
Journal of Systematics and Evolution,,1759-6831,Life Sciences,Evolution,Wiley,Hybrid,Q2,,2.9,,
Journal of the American Ceramic Society,,1551-2916,Physical Sciences & Engineering,Ceramics,Wiley,Hybrid,Q1,,3.8,,
Journal of the American Geriatrics Society,,1532-5415,Medicine,Geriatric Medicine,Wiley,Hybrid,Q1,,4.5,,
Journal of the American Heart Association,,2047-9980,Medicine,Cardiovascular Disease,Wiley,Hybrid,Q1,,5.3,,
Journal of the American Water Resources Association,,1752-1688,"Earth, Space & Environmental Sciences",Environmental Science,Wiley,Hybrid,Q2,,2.2,,
Journal of the Association for Information Science and Technology,,2330-1643,Computer Science & Information Technology,General & Introductory Computer Science,Wiley,Hybrid,Q1,,4.3,,
Journal of the European Academy of Dermatology and Venereology,,1468-3083,Medicine,Dermatology,Wiley,Hybrid,Q1,,8,,
Journal of the Experimental Analysis of Behavior,,1938-3711,Psychology,Psychology General,Wiley,Hybrid,Q2,,1.9,,
Journal of the International AIDS Society,,1758-2652,Medicine,Infectious Disease & Microbiology,Wiley,Hybrid,Q1,,4.9,,
Journal of the London Mathematical Society,,1469-7750,Mathematics & Statistics,General & Introductory Mathematics,Wiley,Hybrid,Q1,,1.2,,
Journal of the Peripheral Nervous System,,1529-8027,Medicine,Neurology,Wiley,Hybrid,Q2,,3.2,,
Journal of the Royal Anthropological Institute,,1467-9655,Social & Behavioral Sciences,General & Introductory Anthropology,Wiley,Hybrid,Q2,,1.1,,
Journal of the Royal Society of New Zealand,,1175-8899,Social & Behavioral Sciences,Science,Wiley,Hybrid,Q2,,2.1,,
Journal of the Science of Food and Agriculture,,1097-0010,"Agriculture, Aquaculture & Food Science",General & Introductory Food Science & Technology,Wiley,Hybrid,Q1,,3.5,,
Journal of the World Aquaculture Society,,1749-7345,"Agriculture, Aquaculture & Food Science",Aquaculture,Wiley,Hybrid,Q1,,3.2,,
Journal of Topology,,1753-8424,Mathematics & Statistics,General & Introductory Mathematics,Wiley,Hybrid,Q1,,1.1,,
Journal of Traumatic Stress,,1573-6598,Psychology,Clinical Psychology,Wiley,Hybrid,Q2,,2.3,,
Journal of Tropical Medicine,,1687-9694,Medicine,Travel / Tropical Medicine,Wiley,Hybrid,Q1,,2.5,,
Journal of Ultrasound in Medicine,,1550-9613,Medicine,Radiology & Imaging,Wiley,Hybrid,Q2,,2.4,,
Journal of Vegetation Science,,1654-1103,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q1,,2.7,,
Journal of Veterinary Pharmacology and Therapeutics,,1365-2885,Veterinary Medicine,General & Introductory Veterinary Medicine,Wiley,Hybrid,Q2,,1.7,,
Journal of Vinyl & Additive Technology,,1548-0585,Physical Sciences & Engineering,General & Introductory Materials Science,Wiley,Hybrid,Q1,,3.6,,
Journal of Zoological Systematics and Evolutionary Research,,1439-0469,Life Sciences,Animal Science & Zoology,Wiley,Hybrid,Q1,,2.6,,
