journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
Coronaviruses,2666-7967,2666-7975,Virology,Virology,Bentham Science,Hybrid,NO,,,,"Coronaviruses publishes original research articles, letters, reviews/mini-reviews, clinical trial and guest edited thematic issues on all aspects of coronaviruses such as their origins, types, transmission, pathogenesis, epidemiological, demographic, clinical and genomic characteristics etc.

The Journal also covers case reports and studies on outbreak of coronaviruses, their symptoms, related diseases, prevention, treatment and development of new therapeutics."
Current Functional Foods,2666-8629,2666-8637,Food Science,Food Science,Bentham Science,Hybrid,NO,,,,"Current Functional Foods” aims to publish cutting edge research in the field of foods and food ingredients with health benefits

The journal focuses on functional foods with emphasis on food chemistry technology, nutrition and health. Reviews and research papers with an interdisciplinary approach are welcomed. The journal covers the fields of bioactive plants used for nutrition, dietary fiber, probiotics; functional lipids; bioactive peptides; vitamins, minerals and botanicals and other dietary supplements. Experimental works dealing with food digestion, bioavailability of food bioactives and the mechanisms by which foods and their components are able to modulate physiological parameters connected with disease prevention of dysmetabolism will be considered for publication. The areas covered include new food bioactives, efficacy and toxicology of bioactive compounds, and other healthy food constituents. The use of genomic, chemical and biochemical technologies for study of such materials is included."
Letters in Functional Foods,2666-9390,2666-9404,"Food Science, Nutrition and Dietetics; Food Science and Technology","Food Science, Nutrition and Dietetics; Food Science and Technology",Bentham Science,Hybrid,NO,,,,"Letters in Functional Foods publishes original research articles, short communications, letters and mini-reviews. In addition, thematic issues are also published. The latest researches in healthy foods and biologically active food ingredients are of particular interest along with nutritional and technological aspects related to the development of functional foods and beverages."
Current Engineering Letters and Reviews,2666-948X,2666-9498,Engineering,Engineering,Bentham Science,Hybrid,NO,,,,"Current Engineering Letters and Reviews publishes original letters (short articles), research articles, full-length/ mini-reviews and thematic issues based on mini-reviews and short articles dealing with various topics related to engineering sciences."
Applied Drug Research Clinical Trials and Regulatory Affairs,2667-3371,2667-338X,Pharmaceutical science,Pharmaceutical science,Bentham Science,Hybrid,NO,,,,"Applied Drug Research, Clinical Trials and Regulatory Affairs is an international journal with vast readership and contributions that are scientific, original, relevant, innovative and statistically validated. The journal aims to further bridge the gap in the publication of clinical drug development, biotherapeutics and regulatory affairs between high growth and potentially growing regions.

The journal Applied Drug Research, Clinical Trials and Regulatory Affairs publishes innovative, developmental and original research on validated experimental design, methods, representation, debates and interpretation of drug development research and drug research failures. The journal publishes original research articles, full-length/mini reviews, short communications and thematic journal issues. Published work is based on solid clinical, scientific and statistically relevant results that lead to advancements in drug development for clinical medicine, clinical trials, post marketing drug reports, drug delivery devices, pharmaceutical engineering, dissemination of trial results, innovation, regulatory affairs and human subject protection."
Recent Advances in Drug Delivery and Formulation,2667-3878,2667-3886,Drug Design & Discovery,Drug Design & Discovery,Bentham Science,Hybrid,NO,,,,"Recent Advances in Drug Delivery and Formulation publishes editorials, mini-reviews, full-length research and review articles, and short technical notes from academia, industry, and regulatory agencies worldwide. The journal’s scope covers topics related to preformulation, formulation development, manufacturing technologies, biopharmaceutics, and regulatory science of both small molecules and biomolecules. These areas include, but are not limited to pharmaceutical nanotechnology, quality by design and process analytical technology, biosimilars and biowaivers, simulation modeling. The journal also publishes guest-edited thematic issues by eminent scientists on current topics that are timely and relevant for both industry and academia. Journal’s ambition is to serve as a means for the dissemination of current fundamental and innovative science including regulatory aspects and stimulate the development of innovative technologies and products for various applications in pharmaceutical sciences and biotechnology."
Current Social Sciences,2772-316X,2772-3178,Social Science,Social Science,Bentham Science,Hybrid,NO,,,,"Current Social Sciences, a peer reviewed journal, publishes original research articles, letters, reviews/mini-reviews and guest edited thematic issues in all areas of social science. The journal is an important and reliable source of current information on developments in the field. The emphasis will be on publishing quality articles that will be rapidly available worldwide. Topics covered in this interdisciplinary journal include:"
Current Physics,2772-3348,2772-3356,Physics,Physics,Bentham Science,Hybrid,NO,,,,"The journal publishes original research articles, letters, case reports, reviews/mini-reviews, editorials, commentaries, perspectives, letters to the editor, and guest edited thematic issues in various topics related to physics."
Recent Advances in Anti-Infective Drug Discovery,2772-4344,2772-4352,Drug Discovery/Pharmaceutical Science,Drug Discovery/Pharmaceutical Science,Bentham Science,Hybrid,NO,,,,"Recent Advances in Anti-Infective Drug Discovery publishes review and research articles, drug clinical trial studies and guest edited thematic issues on recent patents in the field of anti-infective drug discovery e.g. on novel bioactive compounds, analogs & targets. The journal is essential reading for all researchers involved in anti-infective drug design and discovery"
Current Cell Science,2772-6215,2772-6223,"Biochemistry,  Life Sciences","Biochemistry,  Life Sciences",Bentham Science,Hybrid,NO,,,,Current Cell Science is an international peer-reviewed journal in the field of cell sciences for the benefit of the biological community. Current Cell Science is committed to publishing the full range of topics in cell sciences. The single most important criterion for acceptance is scientific excellence.
Drug Metabolism and Bioanalysis Letters,2949-6810,2949-6829,Pharmacy & pharmacology,Pharmacy & pharmacology,Bentham Science,Hybrid,NO,,,,"Drug Metabolism and Bioanalysis Letters publishes letters, original research articles, mini-reviews, thematic issues based on mini-reviews and letters, commentaries, technical notes and drug clinical trial studies on major advances in all areas of drug metabolism and bioanalysis.

In vitro systems including CYP-450; enzyme induction and inhibition; drug-drug interactions and enzyme kinetics; pharmacokinetics, toxicokinetics, species scaling and extrapolations; P-glycoprotein and transport carriers; target organ toxicity and interindividual variability; drug metabolism and disposition studies; extrahepatic metabolism; phase I and phase II metabolism; bioactivation; recent developments for the identification of drug metabolites, reactive intermediate and glutathione conjugates. LC/MS and other key detection methods, including ligand binding assays, sample preparation, chromatography and separation sciences, method development and validation with applications in drug and metabolite assays, pharmacokinetic/toxicokinetic assays, biomarker assays, immunogenicity assays, diagnostic assays."
Current Surgical Endoscopy,2949-7795,2949-7809,"Life Sciences, Imaging","Life Sciences, Imaging",Bentham Science,Hybrid,NO,,,,"The aim of Current Surgical Endoscopy is to promote excellence in the practice of endoscopic surgery and clinical research. Current Surgical Endoscopy is an international peer-reviewed, multi-disciplinary journal for physicians, clinicians, and scientists with interest in endoscopic surgery in orthopedics,"
Glucolipid Metabolic Disorders,2949-902X,2949-9011,"Biochemistry,  Life Sciences","Biochemistry,  Life Sciences",Bentham Science,Hybrid,NO,,,,"Glucolipid Metabolic Disorders is an international, peer-reviewed, multi-disciplinary journal for physicians, clinicians, and scientists with an interest in glucose and lipid metabolic disorders in pathological processes, as well as the therapeutics targeting these disorders to treat human diseases."
Current Spectroscopy and Chromatography,2950-4910,2950-4902,Seperation Science,Seperation Science,Bentham Science,Hybrid,NO,,,,"Current Spectroscopy and Chromatography is an international peer-reviewed scientific journal, that publishes full-length/mini-reviews, original research articles, and short communications in all core areas of fundamental and applied separation science, application of spectroscopy across all disciplines, including biology, chemistry, engineering, medicine, materials science, physics, and space science. Articles may contribute to fundamental research, or be highly applied, and must report important experimental results or relate to the development of new methods and instrumentation. All spectroscopic techniques lie within the scope of the journal. The scope of the journal includes various modes of spectroscopy and chromatography, electrophoresis, and other related methods, hyphenated and other multi-dimensional techniques, sample preparation, and detection options such as mass spectrometry, infra-red spectroscopy, electron paramagnetic resonance, NMR spectroscopy, atomic spectroscopy and others."
Current Indian Science,2210-299X,2210-3007,,,Bentham Science,Hybrid,,,,,"Current Indian Science is an open access journal and it publishes original research articles, letters, case reports, reviews/mini-reviews, editorials, commentaries, perspectives, letters to the editor, and guest-edited thematic issues in various disciplines focused largely on science in India"
Clinical Practice & Epidemiology in Mental Health,,1875-5968,Health Care,Health Care,Bentham Science,Hybrid,,,,,"Clinical Practice & Epidemiology in Mental Health is an open-access journal that publishes Research articles, Reviews/Mini-reviews, and Letters in all areas of clinical practice and epidemiology in mental health covering the following topics:


Clinical Practice & Epidemiology in Mental Health and mental health-related conditions; diagnosis, prognosis, and treatment of mental, emotional, and behavioral health conditions; frequencies and determinants of mental health conditions in the community and the populations at risk; research and economic aspects of psychiatry, with particular attention given to manuscripts presenting new results and methods in the area; the interface between mental health conditions and other diseases; clinical, epidemiologic investigation of pharmaceutical agents; social inclusion; use of new technologies for assistance and rehabilitation; RCT on rehabilitation and comprehensive approaches; pair support; recovery; fight against stigma; overcoming the psychiatric hospital and development of community psychiatry, and human rights in mental health are topics of interest to the journal.


Clinical Practice & Epidemiology in Mental Health is an international, peer-reviewed, open-access journal covering all aspects of clinical practice and epidemiology in mental health published continuously by Bentham Open."
Open Medicine Journal,,1875-5992,Medicine,Medicine,Bentham Science,Hybrid,,,,,"The Open Medicine Journal is an open-access journal that publishes research articles, reviews/mini-reviews, letters and guest-edited thematic issues in all areas of medicine. The journal encourages submissions related to the various basic and applied fields of medicine including but not limited to:


Angiology/Vascular Medicine
Cardiology
Critical care medicine
Endocrinology
Gastroenterology
Geriatrics
Hematology
Hepatology
Infectious disease
Nephrology
Neurology
Nuclear Medicine
Oncology
Pediatrics
Respiratory medicine
Rheumatology
Sports Medicine
Pharmacoeconomics and Health Economics
Surgery
Urology
The Open Medicine Journal, a peer-reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Medicine Journal is an international, peer-reviewed, open-access journal covering all aspects of medicine published continuously by Bentham Open."
The Open AIDS Journal,,1745-0179,Medical Science,Medical Science,Bentham Science,Hybrid,,,,,"The Open AIDS Journal is an open-access journal that publishes peer reviewed research articles, reviews/mini-reviews and letters in the diverse field of HIV/AIDS. The journal covers recent studies on experimental, clinical, translational, social, epidemiological and behavioral aspects, along with therapeutics, pathogenesis, vaccines, drug resistance, prevention of HIV/AIDS, and search for diagnostics, cure and virology of HIV/AIDS. Original articles on animal models for AIDS treatment research are also included.


The Open AIDS Journal, is an important and reliable source of current information on important developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open AIDS Journal is an international, peer-reviewed, open-access journal covering all aspects of aids published continuously by Bentham Open."
The Open Agriculture Journal,,1874-2203,Biological Sciences,Biological Sciences,Bentham Science,Hybrid,,,,,"The Open Agriculture Journal is an open-access journal that publishes research articles, reviews/mini-reviews and letters in all areas of agricultural science. Topics covered include agronomy; plant and animal breeding; genetics; agricultural biotechnology; crop physiology and agroecology; soil science and agro climatology; agricultural economics and rural sociology; and sustainable systems. Agricultural biotechnology (including tissue culture, molecular markers, molecular diagnostics, vaccines, genetic engineering, genome editing as well as synthetic biology) to modify living organisms: microorganisms, fungi, plants and animals). The journal is essential reading for researchers, agricultural producers, cultivators, and academic and industry professionals.


The scope of the journal includes but is not limited to:


Crop protection and Cultivation
Animal Science and Aquaculture
Pharmacognosy and Pharmaceutical Development
Environmental implications of agricultural land
Horticulture
Forestry
Agricultural Sciences, including Genetics and Agricultural Biotechnology
Environmental Sciences, including prevention and correction of adverse environmental effects (e.g., soil degradation, waste management, bioremediation)
The Open Agriculture Journal is an international, peer-reviewed, open-access journal covering all aspects of agriculture published continuously by Bentham Open."
The Open Anesthesia Journal,,1874-6136,Medicine,Medicine,Bentham Science,Hybrid,,,,,"The Open Anesthesia Journal is an open-access journal that publishes research articles, reviews/mini-reviews, letters and guest-edited single-topic issues in all areas of experimental and clinical research in anesthesia, pharmacokinetics, anesthetic mechanisms, critical care, preoperative care, clinical skills, cost issues, coexisting disease, and other factors affecting treatment. It also includes articles related to cardiovascular anesthesia, pediatric anesthesia, and neurosurgical anesthesia.


The Open Anesthesia Journal, a peer-reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Anesthesia Journal is an international, peer-reviewed, open-access journal covering all aspects of anesthesia published continuously by Bentham Open."
The Open Construction & Building Technology Journal,,1874-3315,Engineering,Engineering,Bentham Science,Hybrid,,,,,"The Open Construction & Building Technology Journal is an open-access journal that publishes original research articles, review/mini-review articles, short articles (letters), and guest-edited single-topic issues on all areas of construction and building technology. It also includes articles on topics related to building and structural engineering as well as to building materials (mechanical and physical characteristics). The journal is essential reading for researchers, engineers, and academic and industry professionals. The journal encourages submissions related to the following fields of construction and building technology:


Additives
Cement, concrete reinforcement, bricks, and mortars
Ceramics
Corrosion technology
Glass fibres
Modeling of mechanical properties of structural materials
New works and repair /maintenance of all civil engineering structures
Polymers
Soft computing techniques in structural engineering and materials
Steel
Structural design, diagnostics, and health monitoring
Timber
Other related areas
The Open Construction & Building Technology Journal, being a peer-reviewed journal, is an important and reliable source of current information on important developments and research in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Construction & Building Technology Journal is an international, peer-reviewed, open-access journal covering all aspects of construction & building technology published continuously by Bentham Open."
The Open Biomedical Engineering Journal,,2589-6458,Engineering,Engineering,Bentham Science,Hybrid,,,,,"The Open Biomedical Engineering Journal is an open-access journal that publishes original research articles, reviews/mini-reviews, letters and guest-edited single-topic issues in all areas of biomedical engineering. The journal focuses on the original high-quality multidisciplinary research in the field of biosystems, including biomedical modeling; cell and tissue engineering for repair medicine; biomeasurements, biosignal processing and biosensing systems; artificial and bioartificial organs; biomaterials; biomechanics and rehabilitation, medical information systems and neuronal networks; brain-computer interfaces, communication technologies in medicine, medical imaging including brain functional magnetic resonance imaging (fMRI), genome analysis, medical physics, bioinformatics, biophotonics and optical tomography.


The Open Biomedical Engineering Journal, a peer reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Biomedical Engineering Journal is an international, peer-reviewed, open-access journal covering all aspects of biomedical engineering published continuously by Bentham Open."
The Open Biochemistry Journal,,1874-8368,Biological Sciences,Biological Sciences,Bentham Science,Hybrid,,,,,"The Open Biochemistry Journal is an open-access journal dedicated to the rapid publication of original research articles, reviews/mini-reviews, letters and guest-edited single-topic issues in all sub-disciplines of biochemistry (including genomics, gene expression, replication, proteomics, structural biology, enzymology, bioenergetics, metabolism, signal transduction, bioinformatics, cell biology, glycoscience, glycobiology, glycochemistry, glycotechnology, pharmacology, enzyme inhibition, inhibitory processes, immunochemistry, macromolecules, biopolymers, and nitric oxide). The journal publishes clearly written articles describing significant advances in the field that are of great interest for the scientific community worldwide. Non-conclusive or confirmatory studies are not accepted.


The Open Biochemistry Journal is an international, peer-reviewed, open-access journal covering all aspects of biochemistry published continuously by Bentham Open."
The Open Biotechnology Journal,,1874-1207,Biotechnology,Biotechnology,Bentham Science,Hybrid,,,,,"The Open Biotechnology Journal is an open-access journal that publishes research articles, reviews/mini-reviews, and letters in all core areas of biotechnology, including basic and applied research. The journal includes topics related to molecular engineering of nucleic acids and proteins, biotechnology of dynamically monitoring metabolites and biomarkers in vivo, molecular therapy and diagnostics, DNA/protein engineering and processing, Therapeutic biotechnology (gene therapy, peptide inhibitors, enzymes), imaging technology and large scale biology, regenerative medicine, analytical biotechnology, genome data mining, bioprocessing of food and drugs, development of functional and personalized food, bioprocessing and production of micronutrients, agricultural biotechnology and biological control of pests and environmental biotechnology, environmental bioremediation and bioenergy production.


The Open Biotechnology Journal, a peer-reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Biotechnology Journal is an international, peer-reviewed, open-access journal covering all aspects of biotechnology published continuously by Bentham Open."
The Open Chemical Engineering Journal,,1874-091X,Engineering,Engineering,Bentham Science,Hybrid,,,,,"The Open Chemical Engineering Journal is an open-access journal that publishes research articles, reviews/mini-reviews, letters and guest-edited single-topic issues in all areas of chemical engineering. The journal covers resources involved in the operation and design of chemical plants and equipment for the conversion of raw materials to various end products. Topics related to new chemical systems such as predictors of viruses, development of new advanced materials, sustainable chemical production and transition energy supplies to renewable sources are also covered in the journal's scope.


The Open Chemical Engineering Journal, a peer-reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Chemical Engineering Journal is an international, peer-reviewed, open-access journal covering all aspects of chemical engineering published continuously by Bentham Open."
The Open Civil Engineering Journal,,1874-0707,Engineering,Engineering,Bentham Science,Hybrid,,,,,"The Open Civil Engineering Journal is an open-access journal that publishes research, reviews/mini-reviews, letter articles, and guest-edited single-topic issues in all areas of civil engineering.


The Open Civil Engineering Journal, a peer-reviewed journal, is an important and reliable source of current information on developments in civil engineering. The topics covered in the journal include (but are not limited to) planning, design, construction, and maintenance of concrete structures and construction materials. Other areas include structural mechanics, soil mechanics, foundation engineering, offshore geotechnics, water resources, their use and control, hydraulics, horology, coastal engineering, river engineering, transportation engineering, municipal engineering, ocean modeling, fluid-solid-structure interactions, offshore engineering, earthquake engineering, marine structures, constructional management, IoT applied to continuous monitoring and SHM, extreme events analysis, Machine learning routines, Digital Twins and BIM for maintenance and repair and other civil engineering relevant areas. The journal is essential reading for researchers, engineers, and academic and industry professionals.


The Open Civil Engineering Journal is an international, peer-reviewed, open-access journal covering all aspects of civil engineering published continuously by Bentham Open."
The Open Dermatology Journal,,1874-1924,Medicine,Medicine,Bentham Science,Hybrid,,,,,"The Open Dermatology Journal is an open-access journal that publishes original research articles, reviews/mini-reviews, letters, and guest-edited thematic issues in all areas of experimental and clinical research in dermatology, skin disorders, cosmetic surgery, dermatitis, dermatopathology, dermatological surgery, immunodermatology, pediatric dermatology, teledermatology, and reconstructive and cosmetic surgery.


The main scope of the journal includes, but is not limited to:


Clinical Dermatology
Dermatologic Surgery & Aesthetic Dermatology
Wound Healing & Tissue Repair
Regenerative & Translational Dermatology
Dermato-oncology (Skin Cancer Research)
Dermatopharmacology & Therapeutics
Cosmetic and Anti-Aging Dermatology
Investigative Dermatology & Basic Science
Photodermatology & Environmental Dermatology
Psychodermatology & Lifestyle Factors
Digital Dermatology & AI Applications
Rare and Neglected Dermatologic Diseases
The Open Dermatology Journal, a peer-reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Dermatology Journal is an international, peer-reviewed, open-access journal covering all aspects of dermatology published continuously by Bentham Open."
The Open Environmental Research Journal,,1874-2106,Environmental Science,Environmental Science,Bentham Science,Hybrid,,,,,"The Open Environmental Research Journal is an open-access journal that publishes research articles, reviews/mini-reviews, letters, and guest-edited thematic issues in all areas of environmental studies and environmental sciences, including environmental planning and management, ecological engineering, environmental and biological monitoring, environmental pollution and toxicology, bioenergy production and environmental bioremediation, environmental education and policy analysis, environmental nanotechnology, natural environment and its conservation, natural or artificial environments, biodiversity, spatial scales, temporal scales, and methods that advance this multi-faceted and dynamic science. It also covers all aspects of humans and organisms; interrelationships with themselves and their environment; incineration; control and preventive methods for pollution, waste management, and environmental degradation; and environmental management. Climate change, soil sciences, and research on water resources are also included in this journal.


The Open Environmental Research Journal a peer-reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Environmental Research Journal is an international, peer-reviewed, open-access journal covering all aspects of environmental research published continuously by Bentham Open."
The Open Medicinal Chemistry Journal,,1874-3722,Chemistry,Chemistry,Bentham Science,Hybrid,,,,,"The Open Medicinal Chemistry Journal a peer-reviewed journal is an important and reliable source of current information on developments in the field. The emphasis is on publishing quality papers and making them freely available to researchers worldwide.


The journal covers all areas of medicinal chemistry, including biological evaluation of novel biologically active compounds, diagnostic agents, or labeled ligands, chemical and analytical techniques used in rational drug design, synthetic chemistry, bioorganic chemistry of small molecules and naturally occurring compounds, structural characterization, pharmacokinetics, and metabolic transformation, toxicology of bioactive compounds including design, synthesis, and evaluation of novel types of prodrugs, quantitative structure-activity relationships, modelling studies, docking studies, new and emerging drug targets, pharmacogenomics, high-throughput screening, and combinatorial chemistry.


The Open Medicinal Chemistry Journal is an international, peer-reviewed, open-access journal covering all aspects of medicinal chemistry published continuously by Bentham Open."
The Open Microbiology Journal,,2590-2776,Biological Sciences,Biological Sciences,Bentham Science,Hybrid,,,,,"The Open Microbiology Journal is a peer-reviewed open-access journal that publishes research articles, reviews/mini-reviews, case studies, guest-edited thematic issues and short communications/letters covering theoretical and practical aspects of Microbial systematics, evolutionary microbiology, immunology, virology, parasitology , bacteriology, mycology, phycology, protozoology, microbial ecology, molecular biology, microbial physiology, biochemistry, microbial pathogenesis, host-microbe interaction, systems microbiology, synthetic microbiology, bioinformatics.


The Open Microbiology Journal, a peer-reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Microbiology Journal is an international, peer-reviewed, open-access journal covering all aspects of microbiology published continuously by Bentham Open."
The Open Neurology Journal,,1874-2858,Medicine,Medicine,Bentham Science,Hybrid,,,,,"The Open Neurology Journal is an open-access journal that publishes high quality research articles, reviews/mini-reviews, letters and guest-edited single-topic issues in all important areas of neurology and neurological disorders. The scope of the journal includes:

Neurological progress
Neurological and psychiatric therapies
Stem cell applications
Biomathematical models
Neuroradiology
Molecular neuroscience
Neuropharmacology
Neurochemistry
The Open Neurology Journal, a peer-reviewed journal, is an important and reliable source of current information on important developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.

The Open Neurology Journal is an international, peer-reviewed, open-access journal covering all aspects of neurology published continuously by Bentham Open."
The Open Neuroimaging Journal,,2665-9956,Medical Science,Medical Science,Bentham Science,Hybrid,,,,,"The Open Neuroimaging Journal is an open-access journal that publishes research articles, reviews/mini-reviews, and letters in all important areas of brain function, structure and organization including neuroimaging, neuroradiology, analysis methods, functional MRI acquisition and physics, brain mapping, macroscopic level of brain organization, computational modeling and analysis, structure-function and brain-behavior relationships, anatomy and physiology, psychiatric diseases and disorders of the nervous system, use of imaging to the understanding of brain pathology and brain abnormalities, cognition and aging, social neuroscience, sensorimotor processing, communication and learning.


The Open Neuroimaging Journal, a peer-reviewed journal, is an important and reliable source of current information on important recent developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Neuroimaging Journal is an international, peer-reviewed, open-access journal covering all aspects of neuroimaging published continuously by Bentham Open."
The Open Nursing Journal,,1874-205X,Health Care,Health Care,Bentham Science,Hybrid,,,,,"The Open Nursing Journal is an open-access journal that publishes research articles, reviews/mini-reviews, letters and guest-edited thematic issues in all areas of nursing.


The Open Nursing Journal a peer-reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


We welcome papers related to nursing and midwifery, with specific relevance to health care practice, policy and research. We publish under the following themes:


Nursing and Midwifery practice
Education
Research methodology
Evidence based practice
New role in practice
Systematic reviews
Case studies
Ethical and professional issues
Management in health care
Sustainability in health and health care provision
All authors should make clear how the implications of their paper for nursing, midwifery and health care practice. They should also clearly identify the ‘take home message’ from their paper.


The Open Nursing Journal is an international, peer-reviewed, open-access journal covering all aspects of nursing published continuously by Bentham Open."
The Open Orthopaedics Journal,,1874-4346,Medicine,Medicine,Bentham Science,Hybrid,,,,,"The Open Orthopaedics Journal is an open-access journal that publishes high quality research articles, reviews/mini-reviews, letters and guest-edited single-topic issues in all important areas of experimental and clinical research and surgery in orthopaedics. The journal encourages submissions related to the following fields:


Paediatric Orthopaedics, and Orthopaedic Rehabilitation
Arthroscopy
Spine and Spinal Deformities
Joint Replacement
Traumatologic Surgery
Sports Medicine
Hand Microsurgery
Foot and Ankle Surgery
Musculoskeletal Tumour Management
The Open Orthopaedics Journal, a peer-reviewed journal, is an important and reliable source of current information on important recent developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Orthopaedics Journal is an international, peer-reviewed, open-access journal covering all aspects of orthopaedics published continuously by Bentham Open."
The Open Public Health Journal,,1874-3641,Health Care,Health Care,Bentham Science,Hybrid,,,,,"The Open Public Health Journal is an open-access journal which publishes original research articles, reviews/mini-reviews, short articles and guest-edited single-topic issues in the field of public health. Topics covered in this interdisciplinary journal include: public health policy and practice; theory and methods; occupational health and education; epidemiology; social medicine; health services research; ethics; environmental health; adolescent health; AIDS care; and mental health care.


The Open Public Health Journal, a peer reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Public Health Journal is an international, peer-reviewed, open-access journal covering all aspects of public health published continuously by Bentham Open."
The Open Psychology Journal,,1874-3250,Social Sciences,Social Sciences,Bentham Science,Hybrid,,,,,"The Open Psychology Journal is an open-access journal that publishes research articles, reviews/mini-reviews, case reports, perspectives, letters and guest-edited single-topic issues in all areas of psychology. The journal’s coverage is comprehensive and includes applied psychology; biological psychology; clinical psychology; developmental psychology; experimental psychology (and cognitive neuroscience); educational psychology; mathematical psychology; social psychology; and psychoanalysis.


The Open Psychology Journal, a peer-reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Psychology Journal is an international, peer-reviewed, open-access journal covering all aspects of psychology published continuously by Bentham Open."
The Open Rheumatology Journal,,1874-9445,Medicine,Medicine,Bentham Science,Hybrid,,,,,"The Open Rheumatology Journal is an open-access journal that publishes research articles, reviews/mini-reviews, letters and guest-edited single-topic issues in all important areas of experimental and clinical research in rheumatology, which include epidemiology, etiology, pathogenesis, clinical outcomes and treatment of inflammatory, immunologic, pediatric and adult rheumatological and musculoskeletal conditions, as well as metabolic, and degenerative soft and hard connective tissue diseases.


The Open Rheumatology Journal, a peer-reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Rheumatology Journal is an international, peer-reviewed, open-access journal covering all aspects of rheumatology published continuously by Bentham Open."
The Open Respiratory Medicine Journal,,1874-3501,Medicine,Medicine,Bentham Science,Hybrid,,,,,"The Open Respiratory Medicine Journal is an open-access journal that publishes research articles, reviews/mini-reviews, letters and guest-edited single-topic issues in all important areas of experimental and clinical research in respiratory medicine. Topics covered include:


COPD


Occupational disorders, and the role of allergens and pollutants


Asthma


Allergy


Non-invasive ventilation


Therapeutic intervention


Lung cancer


Lung infections respiratory diseases


Therapeutic interventions


Adult and paediatric medicine


Cell biology


The Open Respiratory Medicine Journal, a peer reviewed journal, is an important and reliable source of current information on important recent developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Respiratory Medicine Journal is an international, peer-reviewed, open-access journal covering all aspects of respiratory medicine published continuously by Bentham Open."
The Open Sports Sciences Journal,,1874-3129,Sports Sciences,Sports Sciences,Bentham Science,Hybrid,,,,,"The Open Sports Sciences Journal is an open-access journal that publishes research articles, reviews/mini-reviews, letters, and guest-edited single-topic issues in all areas of sports sciences, such as anthropology, biochemistry, biomechanics, epidemiology, growth and motor development, motor control and learning, measurement and evaluation, physiology, pedagogy, psychology, history, philosophy or sociology. The emphasis of the Journal is on the human sciences, broadly defined, and applied to physical activity, sport and exercise. Topics covered also include design of analysis systems, sports equipment, research into training, and modeling and predicting performance.


The Open Sports Sciences Journal, a peer reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Sports Sciences Journal is an international, peer-reviewed, open-access journal covering all aspects of sports sciences published continuously by Bentham Open."
The Open Transportation Journal,,1874-3064,Engineering,Engineering,Bentham Science,Hybrid,,,,,"The Open Transportation Journal is an open-access journal that publishes research articles, reviews/mini-reviews, letters, and guest-edited single-topic issues in the field of design and/or analysis of transportation systems. Areas that are covered in the journal include logistics, Powertrain design and life cycle analysis of transport emissions, vehicular design and technology, traffic modeling, transportation networks, optimization, queuing, control, statistical and other models of transportation systems, cost models, and other works aiming at providing the most complete and reliable source of information on current developments in the field. It also focuses on resources related to transportation safety, policy, economics, and planning. The journal is essential reading for researchers, engineers, and academic and industry professionals.


The Open Transportation Journal, a peer-reviewed journal, is an important and reliable source of current information on developments in the field. Emphasis is placed on publishing quality papers, making them freely available to researchers worldwide.


The Open Transportation Journal is an international, peer-reviewed, open-access journal covering all aspects of transportation published continuously by Bentham Open."
